"KEY"|"CODE"|"BIOCODE"|"TAXONOMIC"|"ISACTIVE"|"CATEGORY"|"FSCS_EXCODE"|"FSCSACTIVE"|"TAXONSIZECODE"|"SVLENMIN"|"SVLENMAX"|"METHOD"|"REEFFISH"|"REEF_REDUCED"|"HMS"|"ELASMOBRANCHII"|"SHARK"|"BATOIDEA"|"COMMENTS"|"GENUSSPECIES"|"RB_BIOCODE"|"CIU_BIOCODE"|"CIU_TAXONOMIC"|"ADD_DATE"|"END_DATE"|"DNCDN"|"CHK_REEFFISH"|"CHK_REEF_REDUCED"|"NEWADD"
|"121170000"|"121170000"|"CHAULIODONTIDAE"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"CHAULIODONTID"||"121170000"|"CHAULIODONTIDAE"|9/15/2002 0:00:00|||||"N"
|"121170100"|"121170100"|"CHAULIODUS"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"CHAULIODUS"||"121170100"|"CHAULIODUS"||||||"N"
|"121170101"|"121170101"|"CHAULIODUS DANAE"|1|1|"I"|"Y"|"52"|"5"|"3000"|"52-STANDARD LENGTH"|0|0|"N"|"N"|"N"|"N"||"CHAULIODANAE"||"121170101"|"CHAULIODUS DANAE"||||||"N"
|"121170102"|"121170102"|"CHAULIODUS SLOANI"|1|1|"I"|"Y"|"52"|"5"|"3000"|"52-STANDARD LENGTH"|0|0|"N"|"N"|"N"|"N"||"CHAULIOSLOANI"||"121170102"|"CHAULIODUS SLOANI"||||||"N"
|"121180000"|"121180000"|"ASTRONESTHIDAE"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"ASTRONESTHIDA"||"121180000"|"ASTRONESTHIDAE"|9/15/2002 0:00:00|||||"N"
|"121180100"|"121180100"|"ASTRONESTHES"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"ASTRONESTHES"||"121180100"|"ASTRONESTHES"||||||"N"
|"121180101"|"121180101"|"ASTRONESTHES NIGER"|1|1|"I"|"Y"|"51"|"5"|"3000"|"51-FORK LENGTH"|0|0|"N"|"N"|"N"|"N"||"ASTRONENIGER"||"121180101"|"ASTRONESTHES NIGER"||||||"N"
|"121180102"|"121180102"|"ASTRONESTHES NEOPOGON"|1|1|"I"|"Y"|"51"|"5"|"3000"|"51-FORK LENGTH"|0|0|"N"|"N"|"N"|"N"||"ASTRONENEOPOG"||"121180102"|"ASTRONESTHES NEOPOGON"||||||"N"
|"121180103"|"121180103"|"ASTRONESTHES RICHARDSONI"|1|1|"I"|"Y"|"51"|"5"|"3000"|"51-FORK LENGTH"|0|0|"N"|"N"|"N"|"N"||"ASTRONERICHAR"||"121180103"|"ASTRONESTHES RICHARDSONI"||||||"N"
|"121180104"|"121180104"|"ASTRONESTHES SIMILIS"|0|1|"E"|"N"|"51"|"5"|"3000"|"51-FORK LENGTH"|0|0|"N"|"N"|"N"|"N"||"ASTRONESIMILI"|"121180105"|"121180105"|"ASTRONESTHES SIMILUS"||11/16/2017 0:00:00||||"N"
|"121180105"|"121180105"|"ASTRONESTHES SIMILUS"|1|1|"I"|"Y"|"51"|"5"|"3000"|"51-FORK LENGTH"|0|0|"N"|"N"|"N"|"N"||"ASTRONESIMILU"||"121180105"|"ASTRONESTHES SIMILUS"|11/16/2017 0:00:00|||||"N"
|"121180106"|"121180106"|"ASTRONESTHES CYCLOPHOTUS"|0|1|"E"|"N"|"51"|"5"|"3000"|"51-FORK LENGTH"|0|0|"N"|"N"|"N"|"N"||"ASTRONECYCLOP"|"121180102"|"121180102"|"ASTRONESTHES NEOPOGON"|1/1/2020 0:00:00|1/1/2020 0:00:00||||"Y"
|"121180200"|"121180200"|"BOROSTOMIAS"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"BOROSTOMIAS"||"121180200"|"BOROSTOMIAS"||||||"N"
|"121180202"|"121180202"|"BOROSTOMIAS ELUCENS"|1|1|"I"|"Y"|"52"|"5"|"3000"|"52-STANDARD LENGTH"|0|0|"N"|"N"|"N"|"N"||"BOROSTOELUCEN"||"121180202"|"BOROSTOMIAS ELUCENS"||||||"N"
|"121190000"|"121190000"|"MELANOSTOMIIDAE"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"MELANOSTOMIID"||"121190000"|"MELANOSTOMIIDAE"|9/15/2002 0:00:00|||||"N"
|"121190100"|"121190100"|"GRAMMATOSTOMIAS"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"GRAMMATOSTOMI"||"121190100"|"GRAMMATOSTOMIAS"||||||"N"
|"121190101"|"121190101"|"GRAMMATOSTOMIAS CIRCULARIS"|1|1|"I"|"Y"|"51"|"5"|"3000"|"51-FORK LENGTH"|0|0|"N"|"N"|"N"|"N"||"GRAMMATCIRCUL"||"121190101"|"GRAMMATOSTOMIAS CIRCULARIS"||||||"N"
|"121190102"|"121190102"|"GRAMMATOSTOMIAS FLAGELLIBARBA"|1|1|"I"|"Y"|"51"|"5"|"3000"|"51-FORK LENGTH"|0|0|"N"|"N"|"N"|"N"||"GRAMMATFLAGEL"||"121190102"|"GRAMMATOSTOMIAS FLAGELLIBARBA"|9/3/2014 0:00:00|||||"N"
|"121190300"|"121190300"|"MELANOSTOMIAS"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"MELANOSTOMIAS"||"121190300"|"MELANOSTOMIAS"||||||"N"
|"121190301"|"121190301"|"MELANOSTOMIAS BILOBATUS"|1|1|"I"|"Y"|"52"|"5"|"3000"|"52-STANDARD LENGTH"|0|0|"N"|"N"|"N"|"N"||"MELANOSBILOBA"||"121190301"|"MELANOSTOMIAS BILOBATUS"||||||"N"
|"121190302"|"121190302"|"MELANOSTOMIAS BISERIATUS"|1|1|"I"|"Y"|"52"|"5"|"3000"|"52-STANDARD LENGTH"|0|0|"N"|"N"|"N"|"N"||"MELANOSBISERI"||"121190302"|"MELANOSTOMIAS BISERIATUS"||||||"N"
|"121190303"|"121190303"|"MELANOSTOMIAS VALDIVIAE"|1|1|"I"|"Y"|"51"|"5"|"3000"|"51-FORK LENGTH"|0|0|"N"|"N"|"N"|"N"||"MELANOSVALDIV"||"121190303"|"MELANOSTOMIAS VALDIVIAE"|1/8/2010 0:00:00|||||"N"
|"121190304"|"121190304"|"MELANOSTOMIAS TENTACULATUS"|1|1|"I"|"Y"|"52"|"5"|"3000"|"52-STANDARD LENGTH"|0|0|"N"|"N"|"N"|"N"||"MELANOSTENTAC"||"121190304"|"MELANOSTOMIAS TENTACULATUS"|1/8/2010 0:00:00|||||"N"
|"121190400"|"121190400"|"ECHIOSTOMA"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"ECHIOSTOMA"||"121190400"|"ECHIOSTOMA"||||||"N"
|"121190401"|"121190401"|"ECHIOSTOMA BARBATUM"|1|1|"I"|"Y"|"52"|"5"|"3000"|"52-STANDARD LENGTH"|0|0|"N"|"N"|"N"|"N"||"ECHIOSTBARBAT"||"121190401"|"ECHIOSTOMA BARBATUM"||||||"N"
|"121190402"|"121190402"|"ECHIOSTOMA TANNERI"|1|1|"I"|"Y"|"52"|"5"|"3000"|"52-STANDARD LENGTH"|0|0|"N"|"N"|"N"|"N"||"ECHIOSTTANNER"||"121190402"|"ECHIOSTOMA TANNERI"||||||"N"
|"121190500"|"121190500"|"EUSTOMIAS"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"EUSTOMIAS"||"121190500"|"EUSTOMIAS"||||||"N"
|"121190501"|"121190501"|"EUSTOMIAS BIGELOWI"|1|1|"I"|"Y"|"52"|"5"|"3000"|"52-STANDARD LENGTH"|0|0|"N"|"N"|"N"|"N"||"EUSTOMIBIGELO"||"121190501"|"EUSTOMIAS BIGELOWI"||||||"N"
|"121190502"|"121190502"|"EUSTOMIAS SCHMIDTI"|1|1|"I"|"Y"|"52"|"5"|"3000"|"52-STANDARD LENGTH"|0|0|"N"|"N"|"N"|"N"||"EUSTOMISCHMID"||"121190502"|"EUSTOMIAS SCHMIDTI"||||||"N"
|"121190503"|"121190503"|"EUSTOMIAS BITUBERATUS"|1|1|"I"|"Y"|"52"|"5"|"3000"|"52-STANDARD LENGTH"|0|0|"N"|"N"|"N"|"N"||"EUSTOMIBITUBE"||"121190503"|"EUSTOMIAS BITUBERATUS"||||||"N"
|"121190504"|"121190504"|"EUSTOMIAS MACROPHTHALMUS"|1|1|"I"|"Y"|"52"|"5"|"3000"|"52-STANDARD LENGTH"|0|0|"N"|"N"|"N"|"N"||"EUSTOMIMACROP"||"121190504"|"EUSTOMIAS MACROPHTHALMUS"||||||"N"
|"121190505"|"121190505"|"EUSTOMIAS OBSCURUS"|1|1|"I"|"Y"|"52"|"5"|"3000"|"52-STANDARD LENGTH"|0|0|"N"|"N"|"N"|"N"||"EUSTOMIOBSCUR"||"121190505"|"EUSTOMIAS OBSCURUS"||||||"N"
|"121190506"|"121190506"|"EUSTOMIAS BREVIBARBATUS"|1|1|"I"|"Y"|"52"|"5"|"3000"|"52-STANDARD LENGTH"|0|0|"N"|"N"|"N"|"N"||"EUSTOMIBREVIB"||"121190506"|"EUSTOMIAS BREVIBARBATUS"||||||"N"
|"121190600"|"121190600"|"LEPTOSTOMIAS"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"LEPTOSTOMIAS"||"121190600"|"LEPTOSTOMIAS"||||||"N"
|"121190601"|"121190601"|"LEPTOSTOMIAS RAMOSUS"|1|1|"I"|"Y"|"52"|"5"|"3000"|"52-STANDARD LENGTH"|0|0|"N"|"N"|"N"|"N"||"LEPTOSTRAMOSU"||"121190601"|"LEPTOSTOMIAS RAMOSUS"||||||"N"
|"121190602"|"121190602"|"LEPTOSTOMIAS LEPTOBOLUS"|1|1|"I"|"Y"|"52"|"5"|"3000"|"52-STANDARD LENGTH"|0|0|"N"|"N"|"N"|"N"||"LEPTOSTLEPTOB"||"121190602"|"LEPTOSTOMIAS LEPTOBOLUS"|1/8/2010 0:00:00|||||"N"
|"121190603"|"121190603"|"LEPTOSTOMIAS ANALIS"|1|1|"I"|"Y"|"52"|"5"|"3000"|"52-STANDARD LENGTH"|0|0|"N"|"N"|"N"|"N"||"LEPTOSTANALIS"||"121190603"|"LEPTOSTOMIAS ANALIS"|1/8/2010 0:00:00|||||"N"
|"121190800"|"121190800"|"LAMPROTOXUS"|0|1|"E"|"N"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"LAMPROTOXUS"|"121190100"|"121190100"|"GRAMMATOSTOMIAS"||9/3/2014 0:00:00||||"N"
|"121190801"|"121190801"|"LAMPROTOXUS PHANOBROCHUS"|0|1|"E"|"N"|"51"|"5"|"3000"|"51-FORK LENGTH"|0|0|"N"|"N"|"N"|"N"||"LAMPROTPHANOB"|"121190102"|"121190102"|"GRAMMATOSTOMIAS FLAGELLIBARBA"||9/3/2014 0:00:00||||"N"
|"121190900"|"121190900"|"PHOTONECTES"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"PHOTONECTES"||"121190900"|"PHOTONECTES"||||||"N"
|"121191100"|"121191100"|"BATHOPHILUS"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"BATHOPHILUS"||"121191100"|"BATHOPHILUS"||||||"N"
|"121191101"|"121191101"|"BATHOPHILUS PAWNEEI"|1|1|"I"|"Y"|"52"|"5"|"3000"|"52-STANDARD LENGTH"|0|0|"N"|"N"|"N"|"N"||"BATHOPHPAWNEE"||"121191101"|"BATHOPHILUS PAWNEEI"||||||"N"
|"121191102"|"121191102"|"BATHOPHILUS NIGERRIMUS"|1|1|"I"|"Y"|"52"|"5"|"3000"|"52-STANDARD LENGTH"|0|0|"N"|"N"|"N"|"N"||"BATHOPHNIGERR"||"121191102"|"BATHOPHILUS NIGERRIMUS"||||||"N"
|"121191103"|"121191103"|"BATHOPHILUS LONGIPINNIS"|1|1|"I"|"Y"|"52"|"5"|"3000"|"52-STANDARD LENGTH"|0|0|"N"|"N"|"N"|"N"||"BATHOPHLONGIP"||"121191103"|"BATHOPHILUS LONGIPINNIS"|3/23/2017 0:00:00|||||"N"
|"121191200"|"121191200"|"FLAGELLOSTOMIAS"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"FLAGELLOSTOMI"||"121191200"|"FLAGELLOSTOMIAS"||||||"N"
|"121200000"|"121200000"|"IDIACANTHIDAE"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"IDIACANTHIDAE"||"121200000"|"IDIACANTHIDAE"|9/15/2002 0:00:00|||||"N"
|"121200100"|"121200100"|"IDIACANTHUS"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"IDIACANTHUS"||"121200100"|"IDIACANTHUS"||||||"N"
|"121200101"|"121200101"|"IDIACANTHUS FASCIOLA"|1|1|"I"|"Y"|"52"|"5"|"3000"|"52-STANDARD LENGTH"|0|0|"N"|"N"|"N"|"N"||"IDIACANFASCIO"||"121200101"|"IDIACANTHUS FASCIOLA"||||||"N"
|"121210000"|"121210000"|"MALACOSTEIDAE"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"MALACOSTEIDAE"||"121210000"|"MALACOSTEIDAE"|9/15/2002 0:00:00|||||"N"
|"121210100"|"121210100"|"MALACOSTEUS"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"MALACOSTEUS"||"121210100"|"MALACOSTEUS"||||||"N"
|"121210101"|"121210101"|"MALACOSTEUS NIGER"|1|1|"I"|"Y"|"52"|"5"|"3000"|"52-STANDARD LENGTH"|0|0|"N"|"N"|"N"|"N"||"MALACOSNIGER"||"121210101"|"MALACOSTEUS NIGER"||||||"N"
|"121210200"|"121210200"|"ARISTOSTOMIAS"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"ARISTOSTOMIAS"||"121210200"|"ARISTOSTOMIAS"||||||"N"
|"121210201"|"121210201"|"ARISTOSTOMIAS POLYDACTYLUS"|1|1|"I"|"Y"|"52"|"5"|"3000"|"52-STANDARD LENGTH"|0|0|"N"|"N"|"N"|"N"||"ARISTOSPOLYDA"||"121210201"|"ARISTOSTOMIAS POLYDACTYLUS"|3/30/2017 0:00:00|||||"N"
|"121210300"|"121210300"|"PHOTOSTOMIAS"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"PHOTOSTOMIAS"||"121210300"|"PHOTOSTOMIAS"||||||"N"
|"121210301"|"121210301"|"PHOTOSTOMIAS GUERNEI"|1|1|"I"|"Y"|"51"|"5"|"3000"|"51-FORK LENGTH"|0|0|"N"|"N"|"N"|"N"||"PHOTOSTGUERNE"||"121210301"|"PHOTOSTOMIAS GUERNEI"||||||"N"
|"121210302"|"121210302"|"PHOTOSTOMIAS ATROX"|1|1|"I"|"Y"|"51"|"5"|"3000"|"51-FORK LENGTH"|0|0|"N"|"N"|"N"|"N"||"PHOTOSTATROX"||"121210302"|"PHOTOSTOMIAS ATROX"||||||"N"
|"121220000"|"121220000"|"BATHYLACONIDAE"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"BATHYLACONIDA"||"121220000"|"BATHYLACONIDAE"||||||"N"
|"121220100"|"121220100"|"BATHYLACA"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"BATHYLACA"||"121220100"|"BATHYLACA"||||||"N"
|"121220101"|"121220101"|"BATHYLACA NIGRICANS"|1|1|"I"|"Y"|"52"|"5"|"3000"|"52-STANDARD LENGTH"|0|0|"N"|"N"|"N"|"N"||"BATHYLANIGRIC"||"121220101"|"BATHYLACA NIGRICANS"||||||"N"
|"121230000"|"121230000"|"PHOTICHTHYIDAE"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"PHOTICHTHYIDA"||"121230000"|"PHOTICHTHYIDAE"|9/15/2002 0:00:00|||||"N"
|"121240000"|"121240000"|"PHOSICHTHYIDAE"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"PHOSICHTHYIDA"||"121240000"|"PHOSICHTHYIDAE"|4/10/2002 0:00:00|||||"N"
|"122000000"|"122000000"|"STOMIIFORMES"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"STOMIIFORMES"||"122000000"|"STOMIIFORMES"||||||"N"
|"123040000"|"123040000"|"OSMERIDAE"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"OSMERIDAE"||"123040000"|"OSMERIDAE"||||||"N"
|"123040100"|"123040100"|"OSMERUS"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"OSMERUS"||"123040100"|"OSMERUS"||||||"N"
|"123040101"|"123040101"|"OSMERUS MORDAX"|1|1|"I"|"Y"|"51"|"5"|"3000"|"51-FORK LENGTH"|0|0|"N"|"N"|"N"|"N"||"OSMERUSMORDAX"||"123040101"|"OSMERUS MORDAX"||||||"N"
|"123040200"|"123040200"|"MALLOTUS"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"MALLOTUS"||"123040200"|"MALLOTUS"||||||"N"
|"123040201"|"123040201"|"MALLOTUS VILLOSUS"|1|1|"I"|"Y"|"51"|"5"|"3000"|"51-FORK LENGTH"|0|0|"N"|"N"|"N"|"N"||"MALLOTUVILLOS"||"123040201"|"MALLOTUS VILLOSUS"||||||"N"
|"124000000"|"124000000"|"ELOPIFORMES"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"ELOPIFORMES"||"124000000"|"ELOPIFORMES"||||||"N"
|"124010000"|"124010000"|"ELOPIDAE"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"ELOPIDAE"||"124010000"|"ELOPIDAE"||||||"N"
|"124010100"|"124010100"|"ELOPS"|1|1|"I"|"Y"|"51"|"5"|"3000"|"51-FORK LENGTH"|0|0|"N"|"N"|"N"|"N"||"ELOPS"||"124010100"|"ELOPS"||||||"N"
|"124010101"|"124010101"|"ELOPS SAURUS"|1|1|"I"|"Y"|"51"|"5"|"505"|"51-FORK LENGTH"|0|0|"N"|"N"|"N"|"N"||"ELOPS  SAURUS"||"124010101"|"ELOPS SAURUS"||||||"N"
|"124010102"|"124010102"|"ELOPS SMITHI"|1|1|"I"|"Y"|"51"|"5"|"3000"|"51-FORK LENGTH"|0|0|"N"|"N"|"N"|"N"||"ELOPS  SMITHI"||"124010102"|"ELOPS SMITHI"|3/25/2019 0:00:00|||||"N"
|"124020000"|"124020000"|"MEGALOPIDAE"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"MEGALOPIDAE"||"124020000"|"MEGALOPIDAE"||||||"N"
|"124020100"|"124020100"|"MEGALOPS"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"MEGALOPS"||"124020100"|"MEGALOPS"||||||"N"
|"124020101"|"124020101"|"MEGALOPS ATLANTICUS"|1|1|"I"|"Y"|"51"|"5"|"3000"|"51-FORK LENGTH"|0|0|"N"|"N"|"N"|"N"||"MEGALOPATLANT"||"124020101"|"MEGALOPS ATLANTICUS"||||||"N"
|"129000000"|"129000000"|"AULOPIFORMES"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"AULOPIFORMES"||"129000000"|"AULOPIFORMES"||||||"N"
|"129010000"|"129010000"|"AULOPIDAE"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"AULOPIDAE"||"129010000"|"AULOPIDAE"||||||"N"
|"129010100"|"129010100"|"AULOPUS"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"AULOPUS"||"129010100"|"AULOPUS"||||||"N"
|"129010101"|"129010101"|"AULOPUS FILAMENTOSUS"|1|1|"I"|"Y"|"51"|"5"|"3000"|"51-FORK LENGTH"|0|0|"N"|"N"|"N"|"N"||"AULOPUSFILAME"||"129010101"|"AULOPUS FILAMENTOSUS"||||||"N"
|"129010102"|"129010102"|"AULOPUS NANAE"|0|1|"E"|"N"|"51"|"5"|"3000"|"51-FORK LENGTH"|0|0|"N"|"N"|"N"|"N"||"AULOPUSNANAE"|"129010101"|"129010101"|"AULOPUS FILAMENTOSUS"||9/10/2016 0:00:00||||"N"
|"129020000"|"129020000"|"CHLOROPHTHALMIDAE"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"CHLOROPHTHALM"||"129020000"|"CHLOROPHTHALMIDAE"||||||"N"
|"129020100"|"129020100"|"CHLOROPHTHALMUS"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"CHLOROPHTHALM"||"129020100"|"CHLOROPHTHALMUS"|1/1/2020 0:00:00||1|"Y"|"Y"|"Y"
|"129020101"|"129020101"|"CHLOROPHTHALMUS AGASSIZI"|1|1|"I"|"Y"|"51"|"5"|"3000"|"51-FORK LENGTH"|0|0|"N"|"N"|"N"|"N"||"CHLOROPAGASSI"||"129020101"|"CHLOROPHTHALMUS AGASSIZI"||||||"N"
|"129020102"|"129020102"|"CHLOROPHTHALMUS BRASILIENSIS"|1|1|"I"|"Y"|"51"|"5"|"3000"|"51-FORK LENGTH"|0|0|"N"|"N"|"N"|"N"||"CHLOROPBRASIL"||"129020102"|"CHLOROPHTHALMUS BRASILIENSIS"||||||"N"
|"129020200"|"129020200"|"PARASUDIS"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"PARASUDIS"||"129020200"|"PARASUDIS"||||||"N"
|"129020201"|"129020201"|"PARASUDIS TRUCULENTUS"|0|1|"E"|"N"|"51"|"5"|"3000"|"51-FORK LENGTH"|0|0|"N"|"N"|"N"|"N"||"PARASUDTRUCUL"|"129020202"|"129020202"|"PARASUDIS TRUCULENTA"|9/15/2002 0:00:00|3/25/2019 0:00:00|1|||"N"
|"129020202"|"129020202"|"PARASUDIS TRUCULENTA"|1|1|"I"|"Y"|"51"|"5"|"3000"|"51-FORK LENGTH"|0|0|"N"|"N"|"N"|"N"||"PARASUDTRUCUL"||"129020202"|"PARASUDIS TRUCULENTA"|3/25/2019 0:00:00|||||"N"
|"129030000"|"129030000"|"SCOPELARCHIDAE"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"SCOPELARCHIDA"||"129030000"|"SCOPELARCHIDAE"||||||"N"
|"129030100"|"129030100"|"SCOPELARCHUS"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"SCOPELARCHUS"||"129030100"|"SCOPELARCHUS"||||||"N"
|"129030101"|"129030101"|"SCOPELARCHUS GUENTHERI"|1|1|"I"|"Y"|"52"|"5"|"3000"|"52-STANDARD LENGTH"|0|0|"N"|"N"|"N"|"N"||"SCOPELAGUENTH"||"129030101"|"SCOPELARCHUS GUENTHERI"||||||"N"
|"129030102"|"129030102"|"SCOPELARCHUS BEEBEI"|1|1|"I"|"Y"|"52"|"5"|"3000"|"52-STANDARD LENGTH"|0|0|"N"|"N"|"N"|"N"||"SCOPELABEEBEI"||"129030102"|"SCOPELARCHUS BEEBEI"||||||"N"
|"129030103"|"129030103"|"SCOPELARCHUS CANDELOPS"|1|1|"I"|"Y"|"52"|"5"|"3000"|"52-STANDARD LENGTH"|0|0|"N"|"N"|"N"|"N"||"SCOPELACANDEL"||"129030103"|"SCOPELARCHUS CANDELOPS"||||||"N"
|"129030104"|"129030104"|"SCOPELARCHUS ANALIS"|1|1|"I"|"Y"|"52"|"5"|"3000"|"52-STANDARD LENGTH"|0|0|"N"|"N"|"N"|"N"||"SCOPELAANALIS"||"129030104"|"SCOPELARCHUS ANALIS"||||||"N"
|"129030105"|"129030105"|"SCOPELARCHUS MICHAELSARSI"|1|1|"I"|"Y"|"52"|"5"|"3000"|"52-STANDARD LENGTH"|0|0|"N"|"N"|"N"|"N"||"SCOPELAMICHAE"||"129030105"|"SCOPELARCHUS MICHAELSARSI"||||||"N"
|"129030200"|"129030200"|"BENTHALBELLA"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"BENTHALBELLA"||"129030200"|"BENTHALBELLA"||||||"N"
|"129030201"|"129030201"|"BENTHALBELLA INFANS"|1|1|"I"|"Y"|"52"|"5"|"3000"|"52-STANDARD LENGTH"|0|0|"N"|"N"|"N"|"N"||"BENTHALINFANS"||"129030201"|"BENTHALBELLA INFANS"||||||"N"
|"129030300"|"129030300"|"SCOPELARCHIOIDES"|0|1|"E"|"N"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"SCOPELARCHIOI"|"129030400"|"129030400"|"SCOPELARCHOIDES"||11/16/2017 0:00:00|1|||"N"
|"129030301"|"129030301"|"SCOPELARCHIOIDES DANAE"|0|1|"E"|"N"|"52"|"5"|"3000"|"52-STANDARD LENGTH"|0|0|"N"|"N"|"N"|"N"||"SCOPELADANAE"|"129030401"|"129030401"|"SCOPELARCHOIDES DANAE"||11/16/2017 0:00:00|1|||"N"
|"129030400"|"129030400"|"SCOPELARCHOIDES"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"SCOPELARCHOID"||"129030400"|"SCOPELARCHOIDES"|11/16/2017 0:00:00|||||"N"
|"129030401"|"129030401"|"SCOPELARCHOIDES DANAE"|1|1|"I"|"Y"|"52"|"5"|"3000"|"52-STANDARD LENGTH"|0|0|"N"|"N"|"N"|"N"||"SCOPELADANAE"||"129030401"|"SCOPELARCHOIDES DANAE"|11/16/2017 0:00:00|||||"N"
|"129040000"|"129040000"|"SYNODONTIDAE"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"SYNODONTIDAE"||"129040000"|"SYNODONTIDAE"||||||"N"
|"129040100"|"129040100"|"TRACHINOCEPHALUS"|1|1|"I"|"Y"||"5"|"3000"|"NOT REQUIRED"|0|0|"N"|"N"|"N"|"N"||"TRACHINOCEPHA"||"129040100"|"TRACHINOCEPHALUS"||||||"N"
