SPECIES_CODE,SPECIES_NAME,COMMON_NAME,REVISION,BS,GOA,WC,AUDITJOIN
30100,Sebastes brevispinis,silvergray rockfish,,,Y,Y,687
30110,Sebastes carnatus,gopher rockfish,,,,Y,688
30120,Sebastes caurinus,copper rockfish,,,Y,Y,689
30130,Sebastes chlorostictus,greenspotted rockfish,,,,Y,690
30150,,dusky and dark rockfishes unid,,Y,Y,Y,691
30151,Sebastes ciliatus,dark rockfish,A95,,Y,,692
30152,Sebastes variabilis,dusky rockfish,,,Y,,693
30160,Sebastes constellatus,starry rockfish,,,,Y,694
30170,Sebastes crameri,darkblotched rockfish,,Y,Y,Y,695
30180,Sebastes dalli,calico rockfish,,,,Y,696
30190,Sebastes diploproa,splitnose rockfish,,,Y,Y,697
30200,Sebastes elongatus,greenstriped rockfish,,,Y,Y,698
30210,Sebastes emphaeus,Puget Sound rockfish,,,Y,,699
30220,Sebastes entomelas,widow rockfish,,,Y,Y,700
30230,Sebastes eos,pink rockfish,,,,Y,701
30240,Sebastes flavidus,yellowtail rockfish,,Y,Y,Y,702
30250,Sebastes gilli,bronzespotted rockfish,,,,Y,703
30260,Sebastes goodei,chilipepper,,,,Y,704
30270,Sebastes helvomaculatus,rosethorn rockfish,,,Y,Y,705
30280,Sebastes hopkinsi,squarespot rockfish,,,,Y,706
30290,Sebastes jordani,shortbelly rockfish,,,Y,Y,707
30295,Sebastes lentiginosus,freckled rockfish,,,,Y,708
30300,Sebastes levis,cowcod,,,,Y,709
24187,Lycodes concolor,ebony eelpout,,Y,Y,,710
24188,Lycodes polaris,Canadian eelpout,,Y,Y,Y,711
24189,Lycodes turneri,polar eelpout,,Y,,,712
24190,Lycodes diapterus,black eelpout,,,,Y,713
24191,Lycodes brevipes,shortfin eelpout,,Y,Y,Y,714
24192,Gymnelus viridis,fish doctor,,Y,,,715
24193,Gymnelus sp.,,,Y,,,716
24194,Gymnelus hemifasciatus,,A91,Y,,,717
24200,Lycodes pacificus,blackbelly eelpout,,Y,Y,Y,718
24220,Bothrocara sp.,,,Y,Y,,719
24230,Lycodapus sp.,,,Y,Y,Y,720
24232,Lycodapus parviceps,smallhead eelpout,,Y,,,721
24233,Lycodapus grossidens,bigtooth eelpout,,,Y,,722
24393,Melanostigma pammelas,midwater eelpout,,,,Y,723
24394,Puzanovia rubra,coral eelpout,,Y,Y,,724
24404,Gibbonsia metzi,striped kelpfish,,,,Y,725
25100,Acipenseridae,sturgeon unident.,,,Y,,726
25120,Acipenser medirostris,green sturgeon,,,,Y,727
26050,Malacosteinae,loosejaw unident.,A87,,Y,Y,728
26053,Aristostomias scintillans,shining loosejaw,,Y,,Y,729
27020,Lampris guttatus,opah,,,Y,,730
27028,Stylephorus chordatus,tube-eye,,,,Y,731
27050,Synodontidae,lizardfish unident.,,,,Y,732
21373,Myoxocephalus stelleri,frog sculpin,,Y,Y,,1
21375,Myoxocephalus sp.,,,Y,Y,,2
21376,Megalocottus platycephalus,belligerent sculpin,,Y,,,3
21377,Myoxocephalus quadricornis,fourhorn sculpin,,Y,Y,,4
21378,Myoxocephalus scorpioides,Arctic sculpin,,Y,,,5
21380,Leptocottus armatus,Pacific staghorn sculpin,,Y,Y,Y,6
21383,Gilbertidia sigalutes,soft sculpin,,Y,Y,,7
21384,Enophrys sp.,,,Y,Y,,8
21386,Enophrys bison,buffalo sculpin,,Y,Y,Y,9
21387,Enophrys lucasi,leister sculpin,,Y,Y,,10
21388,Enophrys diceraus,antlered sculpin,,Y,Y,,11
21389,Enophrys taurina,bull sculpin,,,,Y,12
21390,Dasycottus setiger,spinyhead sculpin,,Y,Y,Y,13
21393,Psychrolutes sp.,,,Y,Y,,14
21394,Psychrolutes paradoxus,tadpole sculpin,,Y,Y,Y,15
21239,Coryphaenoides longifilis,longfin grenadier,,Y,,,16
21300,Cottidae,sculpin unident.,,Y,Y,Y,17
21305,Zesticelus profundorum,flabby sculpin,,Y,,,18
21308,Thyriscus anoplus,sponge sculpin,,Y,Y,,19
21309,Icelinus oculatus,frogmouth sculpin,,,Y,Y,20
21310,Icelinus filamentosus,threadfin sculpin,,,Y,Y,21
21311,Icelinus borealis,northern sculpin,,Y,Y,Y,22
21312,Icelinus tenuis,spotfin sculpin,,Y,Y,Y,23
21313,Gymnocanthus sp.,,,Y,Y,,24
21314,Gymnocanthus pistilliger,threaded sculpin,,Y,Y,,25
21315,Gymnocanthus tricuspis,Arctic staghorn sculpin,,Y,Y,,26
21316,Gymnocanthus galeatus,armorhead sculpin,,Y,Y,,27
21320,Radulinus asprellus,slim sculpin,,Y,Y,Y,28
21327,Clinocottus acuticeps,sharpnose sculpin,,Y,,,29
21329,Gymnocanthus detrisus,purplegray sculpin,A92,Y,,,30
21330,Scorpaenichthys marmoratus,cabezon,,,,Y,31
21331,Artediellus sp.,,,Y,Y,,32
21332,Artediellus miacanthus,bride sculpin,,Y,,,33
21333,Artediellus pacificus,hookhorn sculpin,,Y,Y,,34
21334,Artediellus scaber,hamecon,,Y,,,35
21335,Artediellus uncinatus,Arctic hookear sculpin,,Y,,,36
21337,Bolinia euryptera,broadfin sculpin,A92,,Y,,37
21339,Malacocottus sp.,,,Y,Y,,38
21340,Malacocottus kincaidi,blackfin sculpin,,,,Y,39
21341,Malacocottus zonurus,darkfin sculpin,,Y,Y,,40
21342,Hemilepidotus sp.,Irish lord,,Y,Y,,41
21343,Hemilepidotus gilberti,banded Irish lord,,Y,,,42
21344,Hemilepidotus spinosus,brown Irish lord,,Y,Y,Y,43
21345,Hemilepidotus zapus,longfin Irish lord,,Y,Y,,44
21346,Hemilepidotus hemilepidotus,red Irish lord,,Y,Y,Y,45
21347,Hemilepidotus jordani,yellow Irish lord,,Y,Y,,46
20801,Porichthys notatus,plainfin midshipman,,,,Y,47
20802,Porichthys sp.,,,,,Y,48
20842,Brama japonica,Pacific pomfret,,,,Y,49
20871,Bathylaco nigricans,bonythroat,A91,,,Y,50
20900,Ophidiidae,cusk-eel unident.,,Y,Y,Y,51
20901,Chilara taylori,spotted cusk-eel,,,,Y,52
20902,Ophidion scrippsae,basketweave cusk-eel,,,,Y,53
20905,Lamprogrammus niger,paperbone cusk-eel,A88,,,Y,54
20910,Dicrolene filamentosa,threadfin cusk-eel,,,,Y,55
20920,Cataetyx sp.,,,,,Y,56
20921,Cataetyx rubrirostris,rubynose brotula,,,,Y,57
20930,Brosmophycis marginata,red brotula,,,,Y,58
20952,Trachurus symmetricus,jack mackerel,,,,Y,59
20971,Melanocetus johnsonii,common blackdevil,A91,,,Y,60
20980,Ceratiidae,seadevils unident.,,Y,,Y,61
20990,Cetomimidae,flabby whalefishes,,,,Y,62
21000,Chauliodontinae,viperfish unident.,,Y,Y,Y,63
21010,Chauliodus macouni,Pacific viperfish,,Y,Y,Y,64
21110,Clupea pallasi,Pacific herring,,Y,Y,Y,65
21120,Alosa sapidissima,American shad,,Y,,Y,66
21130,Sardinops sagax,Pacific sardine,,,,Y,67
21200,Macrouridae,grenadier unident.,,Y,Y,Y,68
21201,Nezumia stelgidolepis,California grenadier,,,,Y,69
21202,Nezumia liolepis,smooth grenadier,,,,Y,70
21204,Caelorinchus scaphopsis,shoulderspot grenadier,A89,,,Y,71
80200,Lethasterias nanimensis,blackspined sea star,,Y,Y,,72
80220,Pedicellaster sp.,,,,Y,,73
80230,Pedicellaster magister,majestic sea star,,Y,Y,,74
80250,Stephanasterias albula,,A95,,Y,,75
80310,Pisaster sp.,,,Y,Y,Y,76
80311,Pisaster brevispinus,giant pink star,,,,Y,77
80312,Pisaster ochraceus,purple star,A92,,,Y,78
80520,Poraniopsis inflata,thorny sea star,,,Y,Y,79
80540,Henricia sp.,,,Y,Y,Y,80
80542,Henricia sanguinolenta,sanguine sea star,,Y,Y,,81
80543,Henricia aspera,ridged blood star,,Y,Y,Y,82
80544,Henricia leviuscula,blood sea star,,Y,Y,Y,83
80546,Henricia tumida,tumid sea star,,Y,Y,,84
80590,Leptasterias polaris,,,Y,Y,,85
80594,Leptasterias arctica,,,Y,,,86
80595,Leptasterias sp.,,,Y,Y,,87
80596,Leptasterias camtschatica,,,Y,,,88
80602,Gephyreaster swifti,Swift's sea star,,Y,Y,,89
80610,Pseudarchaster sp.,,,Y,Y,,90
80630,Hippasteria sp.,,,Y,Y,Y,91
80640,Hippasteria californica,,,Y,Y,Y,92
80650,Hippasteria spinosa,spiny red sea star,,Y,Y,Y,93
80660,Pseudarchaster parelii,scarlet sea star,,Y,Y,Y,94
80690,Mediaster sp.,,,Y,Y,Y,95
80710,Mediaster aequalis,vermilion sea star,,,Y,Y,96
80728,Ceramaster sp.,,,Y,Y,Y,97
80729,Ceramaster japonicus,red bat star,,Y,Y,Y,98
80730,Ceramaster patagonicus,orange bat sea star,,Y,Y,Y,99
80731,Ceramaster arcticus,Arctic bat sea star,,,Y,,100
80800,Luidia sp.,,,,Y,Y,101
80810,Luidia foliolata,sand sea star,,,Y,Y,102
80910,Dermasterias imbricata,leather sea star,,Y,Y,Y,103
81060,Solaster sp.,,,Y,Y,Y,104
81061,Solaster endeca,northern sun sea star,,Y,Y,,105
81062,Solaster hypothrissus,,A95,,Y,,106
81064,Solaster dawsoni,morning sun sea star,,Y,Y,Y,107
81065,Solaster stimpsoni,striped sun sea star,,Y,Y,Y,108
81080,Solaster paxillatus,evening sun sea star,,Y,Y,,109
81090,Crossaster sp.,,,Y,Y,Y,110
81092,Crossaster borealis,grooved sea star,,Y,Y,,111
81095,Crossaster papposus,rose sea star,,Y,Y,Y,112
78502,Vampyroteuthis infernalis,vampire squid,,Y,Y,Y,113
79000,Decapodiformes,squid unident.,,Y,Y,Y,114
79020,Rossia pacifica,eastern Pacific bobtail,,Y,Y,Y,115
79120,Loligo opalescens,California market squid,,Y,Y,Y,116
79200,Gonatus sp.,,,Y,Y,Y,117
79201,Gonatus onyx,clawed armhook squid,,,Y,Y,118
79202,Gonatus berryi,Berry armhook squid,,,,Y,119
79203,Gonatus pyros,fiery armhook squid,,,,Y,120
79204,Gonatus californiensis,California armhook squid,,,,Y,121
79210,Berryteuthis magister,magistrate armhook squid,,Y,Y,Y,122
79250,Gonatopsis sp.,,,Y,Y,,123
79252,Gonatopsis borealis,boreopacific armhook squid,,Y,Y,Y,124
79254,Gonatopsis makko,makko armhook squid,,,Y,,125
79260,Ommastrephes bartrami,red flying squid,,,,Y,126
79302,Moroteuthis robusta,robust clubhook squid,,Y,Y,Y,127
79311,Onychoteuthis banksii,common clubhook squid,,,,Y,128
79312,Onychoteuthis borealijaponicus,boreal clubhook squid,,Y,Y,Y,129
79351,Abraliopsis sp.,,,,,Y,130
79352,Abraliopsis felis,,,,,Y,131
79404,Chiroteuthis calyx,,,Y,Y,Y,132
79442,Taonius pavo,,,Y,Y,Y,133
79504,Octopoteuthis deletron,,,Y,Y,Y,134
79510,Histioteuthis heteropsis,,,,,Y,135
79512,Histioteuthis hoylei,,,,,Y,136
80000,Asteroidea,sea star unident.,,Y,Y,Y,137
80005,Ceramaster leptoceramus,,,Y,Y,,138
80010,Evasterias sp.,,,Y,Y,,139
80548,Henricia longispina,,A99,,Y,,1434
80645,Hippasteria heathi,,A99,,Y,,1435
81063,Solaster sp. B,,A99,,Y,,1436
81356,Pteraster pulvillus,,A99,,Y,,1437
81912,Nearchaster variabilis,,A99,,Y,,1438
81921,Nearchaster pedicellaris,,A99,,Y,,1439
82511,Strongylocentrotus sp.,,A99,,Y,,1440
82522,Strongylocentrotus polyacanthus,,A99,,Y,,1441
83342,Ophiacantha sp.,,A99,,Y,,1442
85269,Pannychia sp.,,A99,,Y,,1443
91049,Halichondria sp.,,A99,,Y,,1444
91088,Neoesperiopsis rigida,soft finger sponge,A99,,Y,,1446
98220,Botrylloides sp.,,A99,,Y,,1447
99998,Polychaete tubes,,A99,,Y,,1448
72764,Bathybuccinum ovulum,,A99,,Y,,1449
81316,Pteraster jordani,,A99,,Y,,1450
50001,,worm unident.,A99,,Y,,1451
81312,Pteraster temnochiton,cushion sea star,A99,,Y,,1452
85209,Psolidae,,A99,,Y,,1453
72515,Tegula pulligo,,A99,,Y,,1454
82761,Florometra acririma,,A99,,Y,,1455
92400,Acoelida,acoel turbellarian,A99,,Y,,1456
75606,Hinnites sp.,rock scallops unident,A99,,Y,,1457
82771,Florometra asperrima,common northern feather star,A99,Y,Y,Y,1458
69318,Phyllolithodes papillosus,flatspine triangle crab,A99,,Y,,1459
109,Eptatretus sp.,,A99,,,Y,1460
421,Raja binoculata egg case,,A99,,,Y,1461
461,Bathyraja trachura egg case,,A99,,,Y,1462
20908,Dicrolene sp.,,A99,,,Y,1463
21598,Pseudoscopelus sp.,,A99,,,Y,1464
22242,Paraliparis rosaceus,rosy snailfish,A99,,,Y,1466
23943,Benthodesmus sp.,,A99,,,Y,1467
43004,Paraphelliactis pabista,,A99,,,Y,1468
43005,Actinernus sp.,,A99,,,Y,1469
43006,,purple striated sea anemone,A99,,,Y,1470
43007,,red striated sea anemone,A99,,,Y,1471
43032,Stomphia coccinea,swimming anemone,A99,Y,Y,Y,1472
43041,Urticina coriacea,leathery anemone,A99,,,Y,1473
43100,Actinostolidae,,A99,Y,Y,Y,1474
43200,Hormathiidae,,A99,,,Y,1476
45005,Beroe sp.,,A99,Y,Y,Y,1477
66865,Acanthephyra curtirostris,peaked shrimp,A99,,,Y,1478
69013,Paguristes turgidus,,A99,,,Y,1479
69341,Neolithodes diomedeae,,A99,,,Y,1480
69326,Paralithodes rathbuni,,A99,,,Y,1481
69560,Polycheles sculpta,deep-sea lobster,A99,,,Y,1482
69651,Neotypaera giga,,A99,,,Y,1483
70060,Neomenia sp.,,A99,Y,Y,Y,1484
71728,Colus tahwitanus,,A99,,,Y,1485
71734,Colus trophius,,A99,,,Y,1486
71822,Neptunea tabulata,tabled whelk,A99,,,Y,1487
71866,Neptunea stilesi,,A99,,,Y,1488
78021,Japetella heathi,yellowring octopus,A99,,,Y,1489
78040,Grimpoteuthis albatrossi,,A99,,,Y,1490
78210,Octopus californicus,North Pacific bigeye octopus,A99,,,Y,1491
79340,Galiteuthis phyllura,,A99,Y,Y,Y,1492
79403,Chiroteuthis sp.,,A99,,,Y,1493
79440,Taoniinae,,A99,,,Y,1494
81066,Solaster exiguus,,A99,,,Y,1495
82002,Brisingella sp.,,A99,,,Y,1496
82672,,large green heart urchin,A99,,,Y,1497
82673,,oval heart urchin,A99,,,Y,1498
83339,Amphiophiura sp.,,A99,,,Y,1499
85170,Pentamera sp.,,A99,,,Y,1501
98071,Pyrosoma atlanticum,,A99,,,Y,1502
98072,Thetys vagina,common salp,A99,,,Y,1503
70111,Lepidozona beringiana,,A99,,Y,,1504
80550,Odontohenricia fisheri,,A99,,Y,,1505
22240,Careproctus candidus,bigeye snailfish,A99,,Y,,1506
23865,Anoplarchus purpurescens,high cockscomb,A99,,Y,,1507
24395,Nalbantichthys elongatus,,A99,,Y,,1508
42012,Halipteris willemoesi,,A99,Y,,,1509
20041,Podothecus veternus,veteran poacher,A99,Y,,,1510
83080,Astrochele laevis,,A99,,Y,,1511
91064,Plicatellopsis amphispicula,firm finger sponge,A99,,Y,,1512
436,Bathyraja interrupta egg case,,A00,Y,,,1513
43050,Oractis diomedeae,grape anemone,A99,,,Y,1514
10111,Atheresthes sp.,,A00,Y,,,1515
21847,Stomiidae,barbeled dragonfish,A00,Y,,,1516
91057,,scapula sponge,A02,,Y,,1517
22222,Careproctus bowersianus,large disk all red snailfish,A00,Y,,,1518
22223,Careproctus simus,long snouted pink snailfish,A00,Y,,,1519
22231,Paraliparis ulochir,blackfaced red snailfish,A00,Y,,,1520
83480,Ophiomusium lymani,,A02,,,Y,1521
22245,Careproctus sp. G (Orr),tomato snailfish,A00,Y,,,1522
22251,Careproctus ostentum,microdisk snailfish,A00,Y,,,1523
22920,Gigantactis vanhoeffeni,whipnose,A00,Y,,,1524
64010,Neognathophausia sp.,,A00,Y,,,1525
66174,Eualus fabricii,Arctic eualid,A00,Y,,,1526
71883,Neptunea insularis,,A00,Y,,,1527
72765,Buccinum sp. A (McLean & Clark),Katherine's whelk,A00,,Y,,1528
79406,Cranchiidae,,A00,Y,,,1529
80190,Tarsaster alaskanus,,A00,Y,,,1530
81361,Diplopteraster sp.,,A00,Y,,,1531
85220,Psolus squamatus,whitescaled sea cucumber,A00,Y,,,1532
78300,Bolitaenidae,,A01,,,Y,1533
83075,Asteronyx longifissa,,A01,,,Y,1534
42020,Anthoptilum grandiflorum,,A01,,,Y,1535
22450,Borostomias panamensis,,A01,,,Y,1536
82685,Brissopsis pacifica,,A01,,,Y,1537
81875,Dipsacaster eximus,,A01,,,Y,1538
21150,Gigantactis sp.,,A01,,,Y,1539
78352,Graneledone boreopacifica,,A01,,,Y,1540
70113,Lepidozona sp.,,A01,Y,Y,Y,1541
22750,Linophrynidae,,A01,,,Y,1542
20915,Melanonus zugmayeri,arrowtail,A01,,,Y,1543
69552,Munidopsis sp.,,A01,,,Y,1544
78404,Octopus rubescens,,A01,,,Y,1545
83407,Ophiomusium jolliensis,,A01,Y,Y,Y,1546
43201,,pink hormathiid anemone,A01,,,Y,1547
22810,Polyacanthonotus challengeri,,A01,,,Y,1548
40028,Aglaophenia sp.,,A01,,Y,,1549
82680,Spatangus californicus,,A01,,,Y,1550
83090,Astrochele sp.,,A01,,Y,,1551
74109,Chlamys erythocomata,,A01,,Y,,1552
44042,Cyclohelia sp. A (Clark 1997),,A01,,Y,,1553
97120,Hemithiris psittacea,black brachiopod,A01,,Y,,1554
80549,Henricia spiculifera,spiny Henricia,A01,,Y,Y,1555
80632,Hippasteria armata,,A01,,Y,,1556
80631,Hippasteria kurilensis,,A01,,Y,,1557
80633,Hippasteria sp. A (Clark 1999),,A01,,Y,,1558
91090,,orange papillate sponge,A01,,Y,,1559
81295,Peribolaster biserialis,,A01,,Y,,1560
81321,Pteraster marssipus,,A01,,Y,,1561
81313,Pteraster sp. A (Clark 1999),,A01,,Y,,1562
81311,Pteraster sp. cf. temnochiton (Clark 1999),,A01,,Y,,1563
44037,Stylaster campylecus,,A01,,Y,,1564
44039,Stylaster moseleyana,,A01,,Y,,1565
71766,Volutopsius pallidus,,A01,,Y,,1566
43225,Zoanthus sp.,,A01,,Y,,1567
22263,Prognatholiparis ptychomandibularis,wrinkle-jaw snailfish,A01,,Y,,1568
40012,Bonneviella sp. A (Clark 2006),champagne flute hydroid,A01,,Y,,1569
44011,Javania cailleti,,A01,,Y,,1570
72791,Arctomelon borealis,,A01,,Y,,1571
74103,Chlamys albida,white scallop,A01,,Y,,1572
80551,Odontohenricia sp.,,A01,,Y,,1573
81067,Solaster sp. A (Clark 1997),,A01,,Y,,1574
82757,Retiometra alascana,Alaskan crinoid,A01,,Y,,1575
83402,Ophioscolex sp.,,A01,,Y,,1576
83411,Ophiolebes sp.,,A01,,Y,,1577
91059,Phakellia dalli,cat-o-nine-tails sponge,A01,,Y,,1578
21338,Malacocottus aleuticus,whitetail sculpin,A01,,Y,,1579
43045,Bathyphelia australis,hot dog sea anemone,A01,,Y,,1580
65206,Balanus nubilus,,A01,,Y,,1581
68011,Cancer branneri,,A01,,Y,,1582
69011,Discorsopagurus schmitti,,A01,,Y,,1583
70126,Mopalia swanii,,A01,,Y,,1584
71013,Hermissenda crassicornis,thick-horned aeolid,A01,,Y,,1585
71015,Cadlina luteomarginata,yellow-edged cadlina,A01,,Y,,1586
71055,Archidoris montereyensis,Monterey dorid,A01,,Y,,1587
71351,Puncturella rothi,,A01,,Y,,1588
71741,Japelion sp.,,A01,,Y,,1589
85167,Eupentacta quinquesemita,,A01,,Y,,1590
85290,Synallactes challengeri,,A01,,Y,,1591
95035,Flustrellidra corniculata,,A01,,Y,,1592
98206,Cnemidocarpa finmarkiensis,broad base tunicate,A01,Y,Y,,1593
66009,Sicyonia ingentis,ridgeback rock shrimp,A01,,Y,,1594
66055,Pandalus stenolepis,roughpatch shrimp,A01,,Y,,1595
21318,Icelinus fimbriatus,fringed sculpin,A02,,,Y,1596
22224,Careproctus ectenes,shovelhead snailfish,A02,,Y,,1597
22225,Careproctus canus,gray snailfish,A02,,Y,,1598
22246,Careproctus comus,comic snailfish,A02,,Y,,1599
22252,Paraliparis paucidens,toothless snailfish,A02,,Y,,1600
22253,Lipariscus nanus,pygmy snailfish,A02,Y,Y,,1601
22254,Paraliparis dipterus,splitfin snailfish,A02,Y,,,1602
22264,Lopholiparis flerxi,hardhead snailfish,A02,,Y,,1603
22919,Chaenophryne draco,smooth dreamer,A02,,,Y,1604
22924,Caulophryne jordani,fanfin angler,A02,,,Y,1605
23590,Neoscopelus macrolepidotus,glowingfish,A02,,,Y,1606
40507,Bolinopsis sp.,,A02,,Y,,1607
41333,Anthomastus sp. cf. japonicus (Bayer et al.),,A02,,Y,,1608
41510,Ideogorgia sp.,,A02,,Y,,1609
41523,Primnoa resaediformes,,A02,,Y,,1610
41571,Swiftia pacifica,,A02,,Y,,1611
41572,Swiftia simplex,,A02,,Y,,1612
41583,Paragorgia pacifica,,A02,,Y,,1613
41750,Clavularia sp.,,A02,,Y,,1614
41751,Clavularia sp. cf. evagorgiacrustans (Bayer et al.),,A02,,Y,,1615
44005,Flabellum sp. A (Clark 2006),tan trumpet coral,A02,,Y,,1616
44045,Stylaster alaskanus,,A02,,Y,,1617
44046,Stylaster stejnegeri,,A02,,Y,,1618
44047,Stylaster venustus,,A02,,Y,,1619
44050,Stylantheca pterograpta,,A02,,Y,,1620
44052,Stenohelia sp.,,A02,,Y,,1621
44071,Thouarella sp. 1 (Bayer et al.),,A02,,Y,,1622
44072,Thouarella sp. 2 (Bayer et al.),,A02,,Y,,1623
44073,Thouarella sp. 3 (Bayer et al.),,A02,,Y,,1624
44074,Thouarella sp. 4 (Bayer et al.),,A02,,Y,,1625
44083,Plumarella sp.,,A02,,Y,,1626
44092,Muriceides nigra,,A02,,Y,,1627
44099,Arthrogorgia utinomi,,A02,,Y,,1628
44103,Muriceides sp. cf. cylindrica (Bayer et al.),,A02,,Y,,1629
70127,Leptochiton belknapi,,A02,,Y,,1630
71014,Acanthodoris nanaimoensis,Nanaimo dorid,A02,,Y,,1631
71016,Diaulula sandiegensis,,A02,,Y,,1632
71526,Cryptonatica affinis,Arctic moonsnail,A02,,Y,,1635
71773,Beringius aleuticus,,A02,,Y,,1636
71896,Plicifusus oceanodromae,seahorse whelk,A02,,Y,,1637
71912,Pseudoliomesus canaliculatus,,A02,,Y,,1638
72020,Antiplanes perversa,,A02,,Y,,1639
72395,Scabrotrophon scitulus,spiny trophon,A02,,Y,,1640
72753,Buccinum aleuticum,Aleut whelk,A02,,Y,,1641
72754,Buccinum cnismatum,scratched whelk,A02,,Y,,1642
72767,Retifusus sp.,,A02,,Y,,1643
74177,Cyclopecten davidsoni,salmon glass-scallop,A02,,Y,,1644
74321,Panomya sp.,,A02,,Y,,1645
74412,Megayoldia sp.,,A02,Y,,,1646
74490,Samacar sp.,,A02,,Y,,1647
74552,Solamen columbianum,British Columbia crenella,A02,,Y,,1648
74643,Astarte elliptica,elliptical astarte,A02,,Y,,1649
74802,Kellia suborbicularis,suborbicular kellyclam,A02,,Y,,1650
75030,Protothaca staminea,Pacific littleneck,A02,,Y,,1651
78020,Octopus sp.,,A02,,Y,,1652
81345,Pteraster trigonodon,,A02,,Y,,1653
81831,Leptychaster propinquus,,A02,,Y,,1654
83343,Ophiacantha enneactis,,A02,,Y,,1655
85202,Cucumaria frondosa,,A02,,Y,,1656
95005,Leieschara sp. cf. subgracilis (Bayer et al.),,A02,,Y,,1657
97111,Frieleia halli,,A02,,Y,,1658
78452,Benthoctopus sp.,,A02,Y,Y,Y,1659
23933,Desmodema lorum,,A02,,,Y,1660
23970,Gigantura indica,,A02,,,Y,1661
21705,Gadidae,Cod unident.,A02,Y,Y,Y,1662
21805,Sigmops gracilis,slender fangjaw,A02,Y,,,1663
21422,Hemitripterus bolini eggs,bigmouth sculpin eggs,A02,Y,,,1664
24114,Bothrocara nyx,shadow eelpout,A02,Y,,,1665
24231,Lycodapus poecilus,variform eelpout,A02,Y,,,1666
71715,Colus calathus,,A02,Y,,,1667
71751,Volutopsius sp. eggs,,A02,Y,,,1668
72065,Boreoscala greenlandica,Greenland wentletrap,A02,Y,Y,,1669
83055,Asteronychidae,,A02,Y,,,1670
80601,Aleutiaster sp.,,A02,,Y,,1671
21359,Archistes biseriatus,scaled sculpin,A02,,Y,,1672
72789,Arctomelon sp.,,A02,,Y,,1673
81930,Astronebris tatafilius,,A02,,Y,,1674
72763,Bathybuccinum sp.,,A02,,Y,,1675
71778,Beringius sp. A (McLean & Clark),Baxter's Beringius,A02,,Y,,1676
71779,Beringius sp. B (McLean & Clark),two-channeled Beringius,A02,,Y,,1677
98330,,brown leafy compound tunicate,A02,,Y,,1678
72738,Buccinum bulimuloideum,,A02,,Y,,1679
40008,Campanulariidae unid.,campanulariid hydroid,A02,,Y,,1680
91092,,cheesestick sponge,A02,,Y,,1681
69910,Colossendeis sp.,,A02,,Y,,1682
99987,Craniella sp.,puffball sponges,A02,,Y,,1683
71349,Cranopsis sp.,puncterellas,A02,,Y,,1684
44038,Crypthelia sp.,,A02,,Y,,1685
44041,Cyclohelia sp.,,A02,,Y,,1686
91045,Coelosphaeridae,ginseng sponge,A02,,Y,,1687
95015,Phidolopora pacifica,lacy bryozoan,A02,,Y,,1688
71584,Lamellaria sp.,,A02,,Y,,1689
70124,Leptochiton sp.,,A02,,Y,,1690
22173,Lethotremus sp.,,A02,,Y,,1691
81125,Lophaster vexator,crested star,A02,Y,Y,Y,1692
91039,Mycale sp.,,A02,,Y,,1693
40509,Phacellophora sp.,,A02,,Y,,1694
91100,,pita sponge,A02,,Y,,1695
40009,Plumulariidae,plumulariid hydroids,A02,,Y,,1696
75601,Pododesmus cepio,abalone jingle,A02,,Y,,1697
81314,Pteraster sp. B (Clark 1997),,A02,,Y,,1698
65209,Scalpellum sp.,,A02,,Y,,1699
40049,Sertulariidae unid.,Sertulariid hydroid,A02,,Y,,1700
91096,,slimy antler sponge,A02,,Y,,1701
44028,Stylasteridae unid.,stylasterid corals,A02,,Y,,1702
39100,Eumetopias jubatus,Steller sea lion,A02,,,,1703
20121,Bajacalifornia burragei,sharpchin slickhead,A02,,,Y,1704
21811,Cyclothone atraria,black bristlemouth,A02,Y,,,1705
21812,Cyclothone pseudopallida,slender bristlemouth,A02,Y,,,1706
21813,Cyclothone signata,showy bristlemouth,A02,Y,,,1707
22917,Chaenophryne longiceps,,A02,,,Y,1708
22918,Chaenophryne melanorhabdus,,A02,,,Y,1709
22921,Gigantactis microdontis,,A02,,,Y,1710
21597,Kali normani,needletooth swallower,A02,,,Y,1711
24153,Lycenchelys ratmanovi,,A02,Y,,,1713
20179,Maulisia sp.,,A02,Y,,,1714
20039,Podothecus sp.,,A02,Y,,,1716
24166,Lycodapus psarostomatus,,A02,,Y,,1717
23866,Anoplarchus insignis,slender cockscomb,A02,,Y,,1718
311,Centroscyllium nigrum,combtooth dogfish,A03,,,Y,1719
20576,Atherinops affinis,topsmelt,A03,,,Y,1720
20981,Cryptopsaras couesii,triplewart seadevil,A03,,,Y,1721
21502,Amphistichus rhodoterus,redtail surfperch,A03,,,Y,1722
21503,Hyperprosopon argenteum,walleye surfperch,A03,,,Y,1723
21848,Pachystomias microdon,,A03,,,Y,1724
23964,Bathylychnops exilis,javelin spookfish,A03,,,Y,1725
24167,Lycodapus pachysoma,stout eelpout,A03,,,Y,1726
24221,Pachycara lepinium,scalynape eelpout,A03,,,Y,1727
26051,Photonectes margarita,,A03,,,Y,1728
28001,Facciolella gilbertii,dogface witch-eel,A03,,,Y,1729
28002,Venefica sp.,whipsnout eels,A03,,,Y,1730
28533,Howella brodiei,,A03,,,Y,1731
