SPECIES_CODE,SPECIES_NAME,COMMON_NAME,REVISION,BS,GOA,WC,AUDITJOIN
72788,Volutomitra sp. B (Clark & McLean),,A06,,Y,,2701
72794,Arctomelon sp. cf. stearnsii (Clark & McLean),,A06,,Y,,2702
72796,Volutomitra sp. A (Clark & McLean),,A06,,Y,,2703
72810,Velutina rubra,,A06,,Y,,2704
72807,Velutina sp. A (Clark & McLean),,A06,,Y,,2705
72808,Velutina sp. B (Clark & McLean),,A06,,Y,,2706
72809,Velutina sp. C (Clark & McLean),,A06,,Y,,2707
73187,Admete middendorffi,,A06,,Y,,2708
73188,Admete couthouyi,,A06,,Y,,2709
73189,Neadmete circumcenta,,A06,,Y,,2710
73190,Neadmete modesta,,A06,,Y,,2711
74108,Chlamys sp. cf. unalaskae (Clark &  McLean),,A06,,Y,,2712
74178,Cyclopecten uschakovi,,A06,,Y,,2713
74179,Cyclopecten sp. cf. benthalis (Clark & McLean),,A06,,Y,,2714
74322,Panomya norvegica,Arctic roughmya,A06,,Y,,2715
74332,Nucula sp.,,A06,,Y,,2716
74437,Nuculana taphira,,A06,,Y,,2717
74438,Nuculana conceptionis,,A06,,Y,,2718
74485,Glycymeris septentrionalis,,A06,,Y,,2719
74486,Glycymeris subobsoleta,california bittersweet,A06,,Y,,2720
74511,Lyonsia sp.,,A06,,Y,,2721
74551,Vilasina seminuda,,A06,,Y,,2722
74571,Limatula attenuata,,A06,,Y,,2723
74572,Limatula sp. A (Clark & McLean),,A06,,Y,,2724
74645,Astarte compacta,,A06,,Y,,2725
74648,Astarte esquimalti,,A06,,Y,,2726
74646,Astarte arctica,,A06,,Y,,2727
74647,Astarte montagui,,A06,,Y,,2728
74652,Cyclocardia ovata,,A06,,Y,,2729
74657,Cyclocardia umnaka,,A06,,Y,,2730
74924,Conchocele bisecta,,A06,,Y,,2731
75120,Gari californica,,A06,,Y,,2732
75125,Semele rubropicta,,A06,,Y,,2733
75204,Tellina modesta,,A06,,Y,,2734
75206,Tellina bodegensis,,A06,,Y,,2735
75218,Entoclesma navicula,,A06,,Y,,2736
75221,Pandora wardiana,,A06,,Y,,2737
75222,Pandora bilirata,bilirate pandora,A06,,Y,,2738
75235,Glycymeris sp.,bittersweets,A06,,Y,,2739
75243,Macoma yoldiaformis,,A06,,Y,,2740
75245,Macoma carlottensis,,A06,,Y,,2741
75246,Macoma  moesta,,A06,,Y,,2742
75248,Macoma inquinata,pointed Macoma,A06,,Y,,2743
75287,Serripes notabilis,oblique smoothcockle,A06,,Y,,2744
75331,Mya baxteri,,A06,,Y,,2745
75340,Thracia trapezoides,,A06,,Y,,2746
75560,Cuspidaria glacialis,,A06,,Y,,2747
75570,Halicardia perplicata,,A06,,Y,,2748
77010,Dentalildae,,A06,,Y,,2750
77015,Cadulus sp.,,A06,,Y,,2751
79206,Gonatus kamtschaticus,,A06,,Y,,2752
79207,Eogonatus tinro,,A06,,Y,,2753
80201,Lethasterias sp.,,A06,,Y,,2101
41752,Clavularia incrustans,encrusting coral,A06,,Y,,2102
44012,Javania sp.,,A06,,Y,,2103
80735,Goniasteridae,goniasterid sea stars,A06,,Y,,2104
72404,Boreotrophon rotundatus,rotund trophon,A06,,Y,,2105
62003,Arcturus longispinis,,A06,,Y,,2106
69401,Erimacrus sp.,,A06,,Y,,2107
72399,Scabrotrophon sp.,,A06,,Y,,2108
72023,Antiplanes vinosus,,A06,,Y,,2109
75031,Protothaca sp.,,A06,,Y,,2110
72785,Buccinum transliratum,transect whelk,A06,Y,Y,,2111
72381,Torellia sp.,hairysnails,A06,,Y,,2112
74174,Parvamussium sp.,,A06,,Y,,2113
79208,Gonatus middendorffi,,A06,,Y,,2754
79211,Berryteuthis anonychus,,A06,,Y,,2755
82691,Marginoproctus dyakonovi,,A06,,Y,,2756
82741,Dendraster excentricus,,A06,,Y,,2757
82751,Ptilocrinus pinnatus,yellow sea lily,A06,,Y,,2758
82765,Florometra inexpectata,,A06,,Y,,2759
82773,Psathyrometra profundorum,,A06,,Y,,2760
82775,Fariometra sp.,dwarf feather star,A06,,Y,,2761
44084,Isididae unid.,Bamboo coral unid.,A08,Y,Y,,3101
83021,Gorgonocephalus sp. cf. arcticus,,A06,,Y,,2763
83025,Astrophyton pardalis,,A06,,Y,,2764
83065,Astrochema sublavae,,A06,,Y,,2765
83081,Astrochele sp. A (Clark 2006),,A06,,Y,,2766
83311,Ophiura cryptolepis,,A06,,Y,,2767
83312,Ophiura quadrispina,four spined brittle star,A06,,Y,,2768
83319,Ophiura lutkeni,gray brittle star,A06,,Y,,2769
83336,Amphiophiura nodosa,,A06,,Y,,2770
83337,Amphiophiura sp. A (Clark 2006),,A06,,Y,,2771
83338,Amphiophiura superba,,A06,,Y,,2772
83341,Ophiacantha normani,,A06,,Y,,2773
69912,Colossendeis microsetosa,,A05,,Y,,2821
81829,Leptychaster anomalus,,A05,,Y,,2822
91125,Tentorium semisuberites,two nipple sponge,A07,,Y,,2941
91226,Latrunculia sp. A (Clark 2006),green papillate sponge,A06,,Y,,2842
99982,Craniella spinosa,furry ball sponge,A06,,Y,,2843
99981,Craniella cranium,baseball sponge,A06,,Y,,2844
22270,Allocareproctus sp.,,A06,,Y,,2845
91111,Polymastia robusta,long nippled sponge,A06,,Y,,2846
91101,Inflatella sp. 1 (Clark 2006),,A06,,Y,,2847
62005,Arcturus sp.,,A06,,Y,,2848
80560,Henricia sp. D (Clark 2006),fuzzy henricia,A06,,Y,,2849
91063,Phakellia beringensis,hat sponge,A06,,Y,,2850
91082,Polymastia sp. B (Clark 2006),orange nipple ball sponge,A06,,Y,,2851
91113,Polymastia sp. A (Clark 2006),prolific nipple sponge,A06,,Y,,2852
91210,Oscarella lobularis,stalked ball sponge,A06,,Y,,2853
91212,Stylocordyla eous,slender stalked sponge,A06,,Y,,2854
91215,Plakina tanaga,white convoluted sponge,A06,,Y,,2855
91710,Aulosaccus schulzei,vase sponge,A06,,Y,,2856
99983,Tetilla sp. A (Clark 2006),spiky ball sponge,A06,,Y,,2857
71524,Cryptonatica sp.,,A07,Y,,,2901
69041,Pagurus armatus,armed hermit,A07,Y,Y,,2921
69097,Pagurus setosus,setose hermit,A07,Y,Y,,2922
69098,Pagurus undosus,Priblof hermit,A07,Y,Y,,2923
72067,Boreoscala sp.,,A08,Y,,,3041
80561,Henricia sp. E (Clark 2006),slender pale Henricia,A07,,Y,,2943
91017,Suberites sp. A (Clark 2006),wax sponge,A07,,Y,,2944
91114,Polymastia sp. C (Clark 2006),red nipple sponge,A07,,Y,,2945
78455,Benthoctopus oregonensis,,A08,Y,,,3081
78454,Sasakiopus salebrosus,pygmy benthoctopus,A08,Y,,,3082
71583,Lamellariidae,lamellarid unident.,A08,Y,Y,,3083
21850,Rhadinesthes decimus,slender snaggletooth,A08,,Y,,3102
20181,Maulisia argipalla,pitted tubeshoulder,,,Y,,3121
22258,Careproctus sp. cf. rastrinus (Orr et al.),,,Y,Y,,3122
69050,Pagurus townsendi,Townsend hermit crab,A08,Y,,,3141
66550,Crangon nigricauda,blacktail bay shrimp,A08,,Y,,3142
43080,Actiniidae unid.,actinid sea anemones unident.,A08,Y,Y,,3143
50050,Ampharetidae unid.,,A08,Y,,,3201
55900,Phyllodocidae unid.,,A08,Y,,,3202
58501,Sternaspis sp.,,A08,Y,,,3203
58502,Brada sachalina,,A08,Y,,,3204
58503,Brada granulata,,A08,Y,,,3205
58504,Stylaroides plumosa,,A08,Y,,,3206
62012,Idoteidae unid.,,A08,Y,,,3207
71009,Opisthobranchia unid.,,A08,Y,,,3208
72308,Trichotropis sp.,,A08,Y,,,3209
72539,Margarites beringensis,,A08,Y,,,3210
80030,Urasterias lincki,,A08,Y,,,3211
83010,Ophiuridae,,A08,Y,,,3212
85012,Ocnus sp.,,A08,Y,,,3213
91121,Vulcanella sp.,,A08,Y,,,3214
93101,Priapulus sp.,,A08,Y,,,3215
93150,Chaetognatha unid.,Arrow worm unid.,A08,Y,,,3216
94501,Bonelliopsis alaskana,,A08,Y,,,3217
95038,Alcyonidium sp.,,A08,Y,,,3218
95072,Hippodiplosia sp.,,A08,Y,,,3219
95095,Membranipora sp.,,A08,Y,,,3220
98085,Dendrodoa aggregata,,A08,Y,,,3221
98325,Didemnidae unid.,,A08,Y,,,3222
23711,Holtbyrnia sp.,,,,,Y,2781
23712,Holtbyrnia innesi,lanternjaw tubeshoulder,,,,Y,2782
22284,Paraliparis holomelas,ebony snailfish,,,Y,,2783
446,Raja badia egg case,,A06,,Y,,2858
91074,Polymastia sp.,,A06,,Y,,2859
99986,Tetilla sp.,,A06,,Y,,2860
91213,Stylocordyla sp.,,A06,,Y,,2861
91044,Geodiidae,,A06,,Y,,2862
91038,Phakellia sp.,,A06,,Y,,2863
22212,Liparis fabricii,gelatinous seasnail,A08,Y,,,3162
40034,Abietinaria sp.,,A06,,Y,,2865
44048,Stylaster sp. A (Clark 2006),undulate hydrocoral,A06,,Y,,2866
91018,Suberites montiniger,peach sponge,A06,,Y,,2867
91036,Heterochone tenerum,crusty tube sponge,A06,,Y,,2868
91042,Mycale adhaerens,smooth scallop sponge,A06,,Y,,2869
91062,Myxilla brunnea,soft brown sponge,A06,,Y,,2870
91110,Polymastia fluegeli,Flugel's nippled spong,A06,,Y,,2871
91230,Axinella sp.,firm gray sponge,A06,,Y,,2872
91250,Chondrocladia gigantea,carnivorous cattail sponge,A06,,Y,,2873
91251,Asbestopluma sp. A (Clark 2006),fuzzy sponge,A06,,Y,,2874
91255,Melonchela clathriata,lattice sponge,A06,,Y,,2875
91257,Isodictya palmata,prickly pear sponge,A06,,Y,,2876
91260,,lobed tree sponge,A06,,Y,,2877
91721,Farrea beringiana,Bering lace sponge,A06,,Y,,2878
91725,Regadrella okinoseana,lacy basket sponge,A06,,Y,,2879
92505,Emplectonema sp. (Clark 2006),black specked ribbon worm,A06,,Y,,2880
99985,Tetilla sigmoanchoratum,spiny ball sponge,A06,,Y,,2881
22265,Liparis marmoratus,festive snailfish,A08,Y,,,3163
21351,Triglops nybelini,bigeye sculpin,A08,Y,,,3164
24196,Lycodes seminudus,longear eelpout,A08,Y,,,3165
20007,Leptagonus decagonus,Atlantic poacher,A06,Y,,,2801
20105,Asquamiceps caeruleus,caerulean slickhead,,,Y,,3062
91237,Stelodoryx alaskensis,Alaskan lobed sponge,A07,Y,Y,,2961
80597,Henricia beringiania,Bering Henricia,A07,Y,Y,,2962
91035,Heterochone calyx,goblet sponge,A08,Y,Y,Y,2981
91041,Mycale sp. A (Clark 2006),red mycale,A08,,Y,,2982
91061,Myxilla lacunosa,sulfur sponge,A08,,Y,,2983
91085,Leucandra sp. A (Clark 2006),hairy vase sponge,A08,,Y,,2984
91105,Stelletta sp.,stone sponge,A08,,Y,Y,2985
91109,Mycalecarmia lobata,cotton ball sponge,A08,,Y,Y,2986
91112,Weberella bursa,pale mammilated sponge,A08,Y,Y,,2987
91120,Vulcanella sp. 1,fuzzy cratered sponge,A08,,Y,,2988
91127,Craniella villosa,,A08,,Y,,2989
91201,Scypha ciliata,hairy urn sponge,A08,Y,Y,,2990
91211,Stylocordyla borealis,lollypop sponge,A08,Y,Y,,2991
91220,Cliona sp. A (Clark 2006),rough bread crumb sponge,A08,,Y,,2992
91227,Latrunculia sp. B (Clark 2006),smooth green sponge,A08,,Y,,2993
91238,Echinoclathria sp. A (Clark 2006),fuzzy tree sponge,A08,,Y,,2994
95037,Alcyonidium sp. A,medusa bryozoan,A08,,Y,,2995
99984,Tetilla sp. B (Clark 2006),knobby ball sponge,A08,,Y,,2996
78013,Benthoctopus sibiricus,,A08,Y,,,3181
22257,Gyrinichthys minytremus,smallpore snailfish,A08,,Y,,2998
24115,Bothrocara hollandi,Japan-sea eelpout,A08,Y,,,2999
24195,Lycodes beringi,Bering eelpout,A08,Y,Y,,3000
28700,Pseudopentaceros wheeleri,North Pacific pelagic armorhead,A08,,Y,,3001
40060,Velella velella,by-the-wind sailor,A08,,Y,,3002
40515,Chrysaora fuscescens,sea nettle,U08,,Y,,3003
41099,Octocorallia,,A08,Y,Y,,3004
43115,Sicyonis sp. A (Clark 2006),orange actinistolid,A08,,Y,,3005
44004,Caryophylliidae,cup corals,A08,Y,Y,,3006
44053,Stylaster sp. B (Clark 2006),thick lamellar hydrocoral,A08,,Y,,3007
44076,Errinopora sp. A (Clark 2006),foliate hydrocoral,A08,,Y,,3008
44077,Errinopora sp. B (Clark 2006),pale-edged hydrocoral,A08,,Y,,3009
44078,Errinopora sp. C (Clark 2006),enigmatic hydrocoral,A08,,Y,,3010
44100,Acanthogorgia sp.,,A08,,Y,,3011
57409,Serpulidae,serpulid worm,A08,Y,Y,Y,3012
66005,Sergestes similis,Pacific sergestid,A08,Y,Y,Y,3013
66202,Lebbeus acudactylus,false candy-striped shrimp,A08,,Y,,3014
69320,Paralithodes brevipes,Kurile king crab,A08,,Y,,3015
69551,Munidopsis verrilli,Verrill pinch bug,A08,,Y,,3016
69553,Munidopsis quadrata,long-armed pinch bug,A08,,Y,,3017
69555,Gastroptychus iaspis,thorny pinch bug,A08,,Y,,3018
71596,Lamellaria sp. F (McLean & Clark),white Lamellarid,A08,,Y,,3019
71702,Sulcosinus sp. A (McLean & Clark),Aleutian sulcated whelk,A08,,Y,,3020
72062,Aforia kinkaidi,Kinkaid's Aforia,A08,,Y,,3021
72773,Buccinum costatum,costate whelk,A08,Y,,,3022
72786,Buccinum rondinum,eroded whelk,A08,,Y,,3023
72821,Clinopegma unicum,unique whelk,A08,Y,,,3024
73210,Cerithiopsidae sp. A,horn shell,A08,,Y,,3025
74323,Panomya ampla,ample roughmya,A08,Y,Y,Y,3026
74658,Cyclocardia sp. cf. borealis (Clark 2006),northern carditid,A08,Y,Y,,3027
75420,Lucinoma annulatum,ringed lucine,A08,,Y,Y,3028
79511,Histioteuthis dofleini,,A08,,Y,Y,3029
80556,Odontohenricia sp. E (Clark 2006),giant toothed Henricia,A08,,Y,,3030
80598,Henricia dyscrita,short-spined Henricia,A08,,Y,Y,3031
80603,Gephyreaster sp.,,A08,Y,Y,,3032
81365,Hymenaster sp.,pancake star,A08,Y,Y,Y,3033
82003,Brisingidae,brisingid sea star,A08,Y,Y,Y,3034
83022,Gorgonocephalus sp.,,A08,Y,Y,,3035
21849,Opostomias mitsuii,pitgum lanternfish,,,,Y,3061
71888,Neptunea sp. B (McLean & Clark),,A05,,Y,,1885
71889,Neptunea sp. C (McLean & Clark),,A05,,Y,,1886
72775,Buccinum sp. B (McLean & Clark),mega-ribbed chestnut whelk,A05,,Y,,1888
72776,Buccinum sp. C (McLean & Clark),one-ribbed whelk,A05,,Y,,1889
72777,Buccinum sp. D (McLean & Clark),many-ribbed chestnut whelk,A05,,Y,,1890
72778,Buccinum triplostephanum,three-ribbed chestnut whelk,A05,,Y,,1891
72779,Buccinum sp. E (McLean & Clark),two-ribbed chestnut whelk,A05,,Y,,1892
72780,Buccinum sp. F (McLean & Clark),crenulated whelk,A05,,Y,,1893
72781,Buccinum sp. G (McLean & Clark),,A05,,Y,,1894
72782,Buccinum sp. H (McLean & Clark),,A05,,Y,,1895
72783,Buccinum sp. I (McLean & Clark),,A05,,Y,,1896
72784,Buccinum moarchianum,,A05,,Y,,1897
80012,Evasterias retifera,,A05,,Y,,1898
80113,Leptasterias stolocantha,,A05,,Y,,1899
80116,Leptasterias truculenta,giant Aleutian six-rayed star,A05,,Y,,1900
80117,Leptasterias leptodoma,,A05,,Y,,1901
80118,Leptasterias sp. A (Clark),,A05,,Y,,1902
80119,Leptasterias sp. B (Clark),,A05,,Y,,1903
80535,Henricia sp. A (Clark 2006),lined blood star,A05,,Y,,1904
80536,Henricia sp. B (Clark 2006),white Henricia,A05,,Y,,1905
80537,Henricia sp. C (Clark 2006),mottled Henricia,A05,,Y,,1906
80545,Henricia aleutica,,A05,,Y,,1907
80552,Odontohenricia sp. A (Clark),,A05,,Y,,1908
80553,Odontohenricia sp. B (Clark),,A05,,Y,,1909
80554,Odontohenricia sp. C (Clark),,A05,,Y,,1910
80555,Odontohenricia sp. D (Clark),,A05,,Y,,1911
80591,Leptasterias katharinae,,A05,,Y,,1912
80629,Odontaster sp. B (Clark),,A05,,Y,,1913
80634,Hippasteria sp. B (Clark),pale spiny star,A05,Y,,,1914
80635,Hippasteria sp. C (Clark),Bering spiny star,A05,,Y,,1915
80636,Hippasteria sp. D (Clark),Commander spiny star,A05,,Y,,1916
80637,Hippasteria sp. E (Clark),Alaskan spiny star,A05,,Y,,1917
80646,Hippasteria leiopelta,,A05,,Y,,1918
81068,Solaster sp. C (Clark),beautiful sun star,A05,,Y,,1919
81069,Solaster sp. D (Clark),serpent sun star,A05,,Y,,1920
81070,Solaster sp. E (Clark),Kessler sun star,A05,,Y,,1921
81071,Solaster sp. F (Clark),Fisher sun star,A05,Y,Y,,1922
81072,Solaster sp. G (Clark),ocher sun star,A05,Y,Y,,1923
81093,Crossaster sp. A (Clark),white rose star,A05,,Y,,1924
29997,Saccopharynx lavenbergi,,A05,,,Y,1925
74419,Yoldia thraciaeformis,broad yoldia,,Y,Y,,227
72745,Buccinum sigmatopleura,wavy whelk,A92,,Y,,307
64000,Mysida,opossum shrimps,A88,Y,Y,,556
42004,Stylatula sp.,slender seawhips,,Y,Y,Y,642
43110,Actinostola sp.,,A99,,,Y,1475
22815,Notacanthus chemnitzii,snubnosed spiny eel,A02,,,Y,1715
71780,Beringius eyerdami,,A03,,Y,,1798
71511,Naticidae eggs,moonsnail eggs unid.,A05,Y,Y,Y,2021
71747,Pyrulofusus sp.,,A05,Y,Y,,2041
69087,Pagurus beringanus,Bering hermit,A04,Y,,,1926
473,Bathyraja aleutica egg case,Aleutian skate egg case,A04,Y,,,1927
474,Bathyraja parmifera egg case,Alaska skate egg case,A04,Y,,,1928
486,Bathyraja minispinosa egg case,whitebrow skate egg case,A04,Y,,,1929
72769,Ancistrolepis eucosmius,three-ribbed whelk,A04,Y,,,1930
20130,Rouleina attrita,softskin slickhead,A04,Y,,,1931
78005,Cephalopoda unid. egg,squid or octopus unid. eggs,A04,Y,,,1932
66145,Caridea unid.,caridid shrimp unid.,A04,Y,,,1933
78006,Decapodiformes unid. egg,squid unident. egg,A04,Y,,,1934
456,Bathyraja taranetzi egg case,mud skate egg case,A04,Y,,,1935
24109,Bothrocara cf. brunneum group,,A04,Y,,,1936
71752,Pyrulofusus sp. eggs,,A04,Y,,,1937
79021,Rossia pacifica eggs,,A04,Y,,,1940
79199,Gonatidae unid.,,A04,Y,,,1941
79205,Gonatus madokai,,A04,Y,,,1942
80620,Pseudarchaster alascensis,,A04,Y,,,1943
21210,Coryphaenoides sp.,,,Y,Y,,1944
21220,Coryphaenoides acrolepis,Pacific grenadier,,Y,Y,Y,1945
21230,Albatrossia pectoralis,giant grenadier,,Y,Y,Y,1946
21232,Coryphaenoides cinereus,popeye grenadier,,Y,Y,Y,1947
21238,Coryphaenoides filifer,filamented grenadier,,,Y,Y,1948
20110,Alepocephalus sp.,,,,Y,Y,1949
20120,Alepocephalus tenebrosus,California slickhead,,Y,,Y,1950
20122,Bajacalifornia megalops,,,Y,Y,Y,1951
20150,Talismania bifurcata,threadfin slickhead,,,Y,Y,1952
20202,Ammodytes hexapterus,Pacific sand lance,,Y,Y,Y,1953
20320,Anarrhichthys ocellatus,wolf-eel,,Y,Y,Y,1954
20322,Anarhichas orientalis,Bering wolffish,,Y,Y,,1955
20420,Anoplogaster cornuta,fangtooth,,,,Y,1956
20510,Anoplopoma fimbria,sablefish,,Y,Y,Y,1957
20542,Aulorhynchus flavidus,tube-snout,,Y,Y,Y,1958
20571,Argentinidae,argentine unident.,,Y,,Y,1959
20572,Nansenia candida,bluethroat argentine,,Y,,,1960
20573,Argentina sialis,Pacific argentine,,,,Y,1961
20575,Atherinidae,silverside unident.,,,,Y,1962
20610,Engraulis mordax,northern anchovy,,Y,,Y,1963
20614,Bathylagidae,deepsea smelt unident.,,Y,Y,Y,1964
20615,Bathylagus pacificus,Pacific blacksmelt,,Y,Y,Y,1965
20619,Bathylagus sp.,blacksmelt unident.,A92,Y,,Y,1966
20620,Bathylagus milleri,robust blacksmelt,,Y,Y,Y,1967
20622,Leuroglossus schmidti,northern smoothtongue,,Y,Y,,1968
20624,Bathylagus ochotensis,popeye blacksmelt,,Y,Y,Y,1969
20662,Leuroglossus stilbius,California smoothtongue,,Y,Y,Y,1970
20700,Bathymasteridae,ronquil unident.,,Y,Y,,1971
20702,Ronquilus jordani,northern ronquil,,Y,Y,Y,1972
20712,Bathymaster caeruleofasciatus,Alaskan ronquil,,,Y,,1973
20720,Bathymaster signatus,searcher,,Y,Y,Y,1974
20722,Bathymaster derjugini,bluecheek ronquil,A95,,Y,,1975
20731,Rathbunella hypoplecta,smooth ronquil,,,Y,,1976
10281,Pleuronichthys verticalis,hornyhead turbot,,,,Y,1977
10285,Pleuronectes quadrituberculatus,Alaska plaice,,Y,Y,,1978
10290,Pleuronichthys coenosus,C-O sole,,,Y,Y,1979
10291,Pleuronichthys sp.,,,Y,,,1980
10295,Pleuronichthys ritteri,spotted turbot,,,,Y,1981
10400,Symphurus atricauda,California tonguefish,,,,Y,1982
20000,Agonidae,poacher unident.,,Y,Y,Y,1983
20001,Pallasina barbata,tubenose poacher,,Y,Y,Y,1984
20002,Percis japonicus,dragon poacher,,Y,Y,,1985
20004,Leptagonus sp.,,,,Y,,1986
20005,Leptagonus leptorhynchus,longnose poacher,,Y,Y,,1987
20006,Leptagonus frenatus,sawback poacher,,Y,Y,Y,1988
20015,Agonopsis vulsa,northern spearnose poacher,,Y,Y,Y,1989
20018,Odontopyxis trispinosa,pygmy poacher,,Y,Y,Y,1990
20020,Xeneretmus latifrons,blacktip poacher,,,Y,Y,1991
20021,Xeneretmus triacanthus,bluespotted poacher,,,,Y,1992
20022,Xeneretmus leiops,smootheye poacher,,,,Y,1993
20023,Xeneretmus sp.,,,,Y,,1994
20034,Bathyagonus sp.,starsnout poacher unident.,,Y,Y,Y,1995
20035,Bathyagonus alascanus,gray starsnout,,Y,Y,Y,1996
20036,Bathyagonus infraspinatus,spinycheek starsnout,,Y,Y,Y,1997
20037,Bathyagonus pentacanthus,bigeye poacher,,Y,Y,Y,1998
20038,Bathyagonus nigripinnis,blackfin poacher,,Y,Y,Y,1999
20040,Podothecus accipenserinus,sturgeon poacher,,Y,Y,Y,2000
20050,Aspidophoroides bartoni,Aleutian alligatorfish,,Y,Y,,2001
20051,Ulcina olrikii,Arctic alligatorfish,,Y,,,2002
20055,Anoplagonus inermis,smooth alligatorfish,,Y,Y,,2003
20060,Chesnonia verrucosa,warty poacher,,Y,Y,Y,2004
20061,Occella dodecaedron,Bering poacher,,Y,Y,,2005
20071,Hypsagonus quadricornis,fourhorn poacher,,Y,Y,,2006
20100,Alepocephalidae,slickhead unident.,,,Y,Y,2007
401,,skate egg case unident.,,Y,Y,Y,2008
404,Raja sp.,,A88,Y,Y,Y,2009
405,Bathyraja sp.,,,Y,Y,,2010
406,Bathyraja spinosissima,white skate,,,Y,Y,2011
410,Bathyraja abyssicola,deepsea skate,,Y,Y,Y,2012
83345,Ophiacantha cataleimmoida,,A06,,Y,,2459
83346,Ophiacantha sp. cf. rhachophora,,A06,,Y,,2460
83347,Ophiacantha sp. A,,A06,,Y,,2461
441,Raja rhina egg case,longnose skate egg case,A05,,Y,,2084
69096,Pagurus stevensae,Stevens hermit crab,A05,Y,Y,,2085
70061,Neomenia efgamatoi,,A05,,Y,,2086
70134,Tonicella sp.,Tonicella chitons,A05,,Y,,2087
71259,Archidoris sp.,Archidoris nudibranch,A05,,Y,,2088
97117,Laqueus vancouverensis,Vancouver lampshell,A05,,Y,,2089
91093,Neoesperiopsis digitata,,A05,Y,Y,,2090
83403,Ophioscolex corynetes,,A06,,Y,,2462
83408,Ophiosphalma sp. cf. jolliensis,,A06,,Y,,2463
83412,Ophiolebes pachybactra,thick spined brittle star,A06,,Y,,2464
83413,Ophiolebes brevispina,short spined brittle star,A06,,Y,,2465
83414,Ophiolebes tylota,,A06,,Y,,2466
83415,Ophiolebes paucispina,,A06,,Y,,2467
83416,Ophiolebes sp. A (Clark 2006),,A06,,Y,,2468
83417,Ophiolebes sp. B (Clark 2006),,A06,,Y,,2469
83418,Ophiolebes sp. C (Clark 2006),,A06,,Y,,2470
83419,Ophiolebes sp. D (Clark 2006),,A06,,Y,,2471
83420,Ophiolebes sp. E (Clark 2006),,A06,,Y,,2472
83421,Ophiolebes sp. F (Clark 2006),,A06,,Y,,2473
83501,Astrophiura sp.,,A06,,Y,,2474
83701,Amphiodia sp.,,A06,,Y,,2475
85081,Chiridota albatrossii,,A06,,Y,,2476
85171,Pentamera sp. A (Clark 2006),,A06,,Y,,2477
85211,Psolus phantapus,,A06,,Y,,2478
85212,Psolus chitonoides,,A06,,Y,,2479
85213,Psolus sp. A (Clark 2006),,A06,,Y,,2480
85221,Psolus peroni,,A06,,Y,,2481
85260,Thylonidium sp.,,A06,,Y,,2482
85287,Synallactes sp. A (Clark 2006),,A06,,Y,,2483
85310,Paelopatides confundens,swimming sea cucumber,A06,,Y,,2484
85411,Scotoplanes sp.,,A06,,Y,,2485
92502,Emplectonema sp.,,A06,,Y,,2486
92511,Tubulanus polymorphus,,A06,,Y,,2487
92512,Tubulanus sp. A (Clark 2006),,A06,,Y,,2488
92802,Cerebratulus californienesis,,A06,,Y,,2489
94011,Phascolosomatidae,,A06,,Y,,2490
95006,Leieschara orientalis,,A06,,Y,,2491
95017,Bugula californica,,A06,,Y,,2492
95036,Alcyonidium pedunculatum,,A06,,Y,,2493
95045,Idmidronea sp.,,A06,,Y,,2494
95071,Hippodiplosia insculpta,,A06,,Y,,2495
95081,Costazia ventricosa,rusty bryozoan,A06,,Y,,2496
95085,Cellephorina sp.,,A06,,Y,,2497
95090,Tubiporella sp.,,A06,,Y,,2498
95101,Microporina borealis,,A06,,Y,,2499
95105,Dendrobeania sp.,,A06,,Y,,2500
98083,Styela sp. A (Clark 2006),,A06,,Y,,2501
98084,Styela sp. B (Clark 2006),,A06,,Y,,2502
98204,Halocynthia igaboja,,A06,,Y,,2503
98207,Pyura haustor,wrinkled tunicate,A06,,Y,,2504
98212,Distaplia occidentalis,,A06,,Y,,2505
98213,Distaplia smithi,,A06,,Y,,2506
98214,Distaplia sp. A (Clark 2006),,A06,,Y,,2507
98219,Aplidium californicum,,A06,,Y,,2508
98225,Botryllus schlosseri,,A06,,Y,,2509
98303,Amaroucium soldatovi,,A06,,Y,,2510
98307,Corella willmeriana,,A06,,Y,,2511
98321,Trididemnum opacum,,A06,,Y,,2512
98331,Chelyosoma productum,,A06,,Y,,2513
99910,,Neon yellow Ascidian,A06,,Y,,2514
62004,Arcturus sp. 1 (Clark 2006),,A06,,Y,,2515
411,Bathyraja abyssicola egg case,deepsea skate egg case,A06,,Y,,2516
476,Bathyraja lindbergi egg case,Commander skate egg case,A06,,Y,,2517
477,Bathyraja sp. cf. parmifera (Orr et al.),leopard skate,A06,,Y,,2518
481,Bathyraja maculata egg case,whiteblotched skate egg case,A06,,Y,,2519
21436,Ruscarius meanyi,Puget Sound sculpin,A06,,Y,Y,2520
22272,Allocareproctus kallaion,combed snailfish,A06,,Y,,2521
22273,Allocareproctus ungak,whiskered snailfish,A06,,Y,,2522
22281,Paraliparis grandis,grand snailfish,A06,,Y,,2523
22274,Allocareproctus unangas,goldeneye snailfish,A06,,Y,,2524
22282,Paraliparis sp. cf. pectoralis (Orr and Baldwin),rusty snailfish,A06,,Y,,2525
22275,Careproctus faunus,mischievous snailfish,A06,,Y,,2526
22283,Paraliparis sp. cf. dipterus (Orr and Baldwin),comet snailfish,A06,,Y,,2527
22276,Paraliparis sp. cf. dactylosus (Orr and Baldwin),,A06,,Y,Y,2528
