Survey.Year,Trip.identifier,Tow.number,Sample.identifier,Specimen.identifer,ITIS.TSN,Species.code,Scientific.name,English.common.name,French.common.name,LSID,Fork.length..mm.,Total.length..mm.,Standard.length..mm.,Second.dorsal.length..mm.,Sex,Weight..g.,Age.sample,Age,Genetics..DNA..sample
2012,72189,2,389076,12117687,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,360,2,NA,NO,NA,NO
2012,72189,2,389076,12117688,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,320,2,NA,NO,NA,NO
2012,72189,2,389076,12117689,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,360,2,NA,NO,NA,NO
2012,72189,2,389076,12117690,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,410,2,NA,NO,NA,NO
2012,72189,2,389076,12117691,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,410,2,NA,NO,NA,NO
2012,72189,2,389076,12117692,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,430,2,NA,NO,NA,NO
2012,72189,2,389076,12117693,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,420,2,NA,NO,NA,NO
2012,72189,2,389076,12117694,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,370,2,NA,NO,NA,NO
2012,72189,2,389076,12117695,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,330,2,NA,NO,NA,NO
2012,72189,2,389076,12117696,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,410,2,NA,NO,NA,NO
2012,72189,2,389076,12117697,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,400,2,NA,NO,NA,NO
2012,72189,2,389076,12117698,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,310,2,NA,NO,NA,NO
2012,72189,2,389076,12117699,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,310,2,NA,NO,NA,NO
2012,72189,2,389076,12117700,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,350,2,NA,NO,NA,NO
2012,72189,2,389076,12117701,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,350,2,NA,NO,NA,NO
2012,72189,2,389076,12117702,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,410,2,NA,NO,NA,NO
2012,72189,2,389076,12117703,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,360,2,NA,NO,NA,NO
2012,72189,2,389076,12117704,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,340,2,NA,NO,NA,NO
2012,72189,2,389076,12117705,161015,66,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,NA,NA,NA,250,2,NA,NO,NA,NO
2012,72189,2,389073,12117735,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,310,NA,NA,NA,2,174,YES,NA,NO
2012,72189,2,389073,12117736,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,440,NA,NA,NA,2,604,YES,NA,NO
2012,72189,2,389073,12117737,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,270,NA,NA,NA,2,134,YES,4,NO
2012,72189,2,389073,12117738,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,255,NA,NA,NA,2,108,YES,NA,NO
2012,72189,2,389073,12117739,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,265,NA,NA,NA,2,108,YES,NA,NO
2012,72189,2,389073,12117740,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,330,NA,NA,NA,2,228,YES,NA,NO
2012,72189,2,389073,12117741,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,435,NA,NA,NA,2,674,YES,NA,NO
2012,72189,2,389073,12117742,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,315,NA,NA,NA,2,192,YES,NA,NO
2012,72189,2,389073,12117743,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,245,NA,NA,NA,1,88,YES,2,NO
2012,72189,2,389073,12117744,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,275,NA,NA,NA,1,140,YES,NA,NO
2012,72189,2,389073,12117745,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,345,NA,NA,NA,1,248,YES,NA,NO
2012,72189,2,389073,12117746,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,295,NA,NA,NA,2,194,YES,NA,NO
2012,72189,2,389073,12117747,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,265,NA,NA,NA,1,118,YES,NA,NO
2012,72189,2,389073,12117748,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,270,NA,NA,NA,1,112,YES,2,NO
2012,72189,2,389073,12117749,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,275,NA,NA,NA,2,128,YES,2,NO
2012,72189,2,389073,12117750,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,245,NA,NA,NA,1,100,YES,NA,NO
2012,72189,2,389073,12117751,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,265,NA,NA,NA,2,124,YES,2,NO
2012,72189,2,389073,12117752,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,240,NA,NA,NA,2,94,YES,2,NO
2012,72189,2,389073,12117753,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,250,NA,NA,NA,2,90,YES,2,NO
2012,72189,2,389073,12117754,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,240,NA,NA,NA,2,94,YES,NA,NO
2012,72189,2,389073,12117755,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,275,NA,NA,NA,2,120,YES,2,NO
2012,72189,2,389073,12117756,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,235,NA,NA,NA,2,76,YES,NA,NO
2012,72189,2,389073,12117757,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,260,NA,NA,NA,1,114,YES,NA,NO
2012,72189,2,389073,12117758,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,255,NA,NA,NA,2,108,YES,2,NO
2012,72189,2,389073,12117759,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,255,NA,NA,NA,2,104,YES,NA,NO
2012,72189,2,389073,12117760,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,295,NA,NA,NA,2,164,YES,3,NO
2012,72189,2,389073,12117761,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,255,NA,NA,NA,2,100,YES,NA,NO
2012,72189,2,389073,12117762,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,225,NA,NA,NA,1,92,YES,NA,NO
2012,72189,2,389073,12117763,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,290,NA,NA,NA,1,144,YES,2,NO
2012,72189,2,389073,12117764,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,240,NA,NA,NA,2,84,YES,NA,NO
2012,72189,2,389073,12117765,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,240,NA,NA,NA,1,80,YES,3,NO
2012,72189,2,389073,12117766,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,255,NA,NA,NA,1,96,YES,NA,NO
2012,72189,2,389073,12117767,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,275,NA,NA,NA,2,126,YES,2,NO
2012,72189,2,389073,12117768,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,255,NA,NA,NA,1,96,YES,NA,NO
2012,72189,2,389073,12117769,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,240,NA,NA,NA,1,76,YES,2,NO
2012,72189,2,389073,12117770,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,245,NA,NA,NA,2,94,YES,3,NO
2012,72189,2,389073,12117771,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,265,NA,NA,NA,1,110,YES,NA,NO
2012,72189,2,389073,12117772,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,250,NA,NA,NA,2,90,YES,3,NO
2012,72189,2,389073,12117773,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,235,NA,NA,NA,1,76,YES,NA,NO
2012,72189,2,389073,12117774,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,245,NA,NA,NA,1,86,YES,2,NO
2012,72189,2,389073,12117775,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,230,NA,NA,NA,2,82,YES,2,NO
2012,72189,2,389073,12117776,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,285,NA,NA,NA,2,142,YES,3,NO
2012,72189,2,389073,12117777,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,260,NA,NA,NA,2,120,YES,NA,NO
2012,72189,2,389073,12117778,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,210,NA,NA,NA,1,82,YES,NA,NO
2012,72189,2,389073,12117779,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,265,NA,NA,NA,1,112,YES,2,NO
