MISSION,SETNO,SPEC,TOTWGT,TOTNO
NED1983017,11,10,0,3
NED1983018,11,10,7,5
NED1984037,11,10,13,11
HAM1978010,12,10,15,14
HAM1979027,12,10,36,8
HAM1981064,12,10,119,133
HAM1982085,12,10,56,57
NED1983018,12,10,6,4
NED1984036,12,10,5,10
NED1986070,12,10,10,3
HAM1978010,13,10,53,35
HAM1979027,13,10,5,3
HAM1980042,13,10,19,3
HAM1980043,13,10,27,20
HAM1981064,13,10,76,68
HAM1981065,13,10,4,2
HAM1982085,13,10,10,6
NED1983017,13,10,9,23
NED1983018,13,10,5,4
NED1984036,13,10,5,5
NED1986070,13,10,3,4
HAM1978009,14,10,23,8
HAM1979026,14,10,9,9
HAM1979027,14,10,25,13
HAM1981064,14,10,4,27
NED1983017,14,10,18,145
HAM1978010,15,10,29,21
HAM1981065,15,10,20,9
HAM1982084,15,10,12,15
NED1983017,15,10,48,166
NED1983018,15,10,3,2
NED1984036,15,10,10,27
NED1984037,15,10,0,1
NED1986070,15,10,20,3
HAM1978009,16,10,19,18
HAM1978010,16,10,90,23
HAM1979026,16,10,26,32
HAM1980043,16,10,28,25
HAM1982084,16,10,56,133
NED1983017,16,10,15,17
NED1984036,16,10,5,8
NED1984037,16,10,1,2
HAM1978009,17,10,65,46
HAM1979026,17,10,69,57
HAM1980043,17,10,6,19
HAM1981064,17,10,4,9
HAM1981065,17,10,2,1
HAM1982084,17,10,104,224
NED1983017,17,10,28,22
NED1984036,17,10,1380,850
HAM1978009,18,10,19,12
HAM1979026,18,10,169,138
HAM1980042,18,10,0,1
HAM1980043,18,10,27,29
HAM1982084,18,10,179,203
HAM1982085,18,10,4,2
NED1983017,18,10,180,102
NED1984036,18,10,13,9
NED1984037,18,10,3,1
NED1986070,18,10,12,10
HAM1978009,19,10,7,6
HAM1978010,19,10,3,1
HAM1979026,19,10,35,22
HAM1980043,19,10,93,67
HAM1981064,19,10,25,128
HAM1981065,19,10,1,1
HAM1982084,19,10,42,57
HAM1982085,19,10,137,10
NED1983017,19,10,16,11
NED1984036,19,10,791,876
NED1984037,19,10,2,1
NED1986070,19,10,1,1
HAM1978009,20,10,1,14
HAM1979026,20,10,58,31
HAM1979027,20,10,8,1
HAM1980042,20,10,8,4
HAM1980043,20,10,265,480
HAM1981064,20,10,405,639
HAM1982084,20,10,1,4
HAM1982085,20,10,20,10
NED1983017,20,10,18,24
NED1983018,20,10,1,1
NED1984036,20,10,21,36
NED1986070,20,10,9,7
HAM1978010,21,10,1,1
HAM1979026,21,10,28,6
HAM1979027,21,10,10,4
HAM1980042,21,10,55,8
HAM1980043,21,10,36,56
HAM1981064,21,10,50,49
HAM1981065,21,10,26,6
HAM1982085,21,10,1,3
NED1984036,21,10,103,40
NED1986070,21,10,8,2
HAM1978009,22,10,0,2
HAM1978010,22,10,41,31
HAM1979026,22,10,26,22
HAM1979027,22,10,1,1
HAM1980042,22,10,20,12
HAM1980043,22,10,0,4
HAM1981064,22,10,32,35
HAM1981065,22,10,15,22
HAM1982084,22,10,0,14
HAM1982085,22,10,17,3
NED1983017,22,10,1,1
NED1983018,22,10,3,1
NED1984036,22,10,18,9
HAM1978010,23,10,262,113
HAM1979026,23,10,173,117
HAM1980042,23,10,11,5
HAM1980043,23,10,3,45
HAM1981064,23,10,25,14
HAM1981065,23,10,40,14
HAM1982084,23,10,0,15
HAM1982085,23,10,21,7
NED1983017,23,10,23,14
NED1983018,23,10,2,1
NED1984036,23,10,23,47
NED1984037,23,10,0,1
NED1986070,23,10,10,3
HAM1978009,24,10,2,1
HAM1978010,24,10,19,15
HAM1979026,24,10,1,13
HAM1980042,24,10,47,31
HAM1980043,24,10,5,10
HAM1981064,24,10,30,19
HAM1982084,24,10,85,44
HAM1982085,24,10,46,17
NED1984036,24,10,49,174
NED1984037,24,10,0,2
NED1986070,24,10,54,15
HAM1979027,25,10,3,1
HAM1980042,25,10,3,2
HAM1980043,25,10,21,41
HAM1981064,25,10,26,15
HAM1981065,25,10,3,3
HAM1982084,25,10,2,1
HAM1982085,25,10,33,8
NED1983017,25,10,2,3
NED1984036,25,10,374,316
NED1984037,25,10,0,1
NED1986070,25,10,1,2
HAM1979026,26,10,191,70
HAM1980042,26,10,48,10
HAM1980043,26,10,83,44
HAM1981064,26,10,12,14
HAM1982084,26,10,0,1
HAM1982085,26,10,13,13
NED1984036,26,10,169,103
NED1984037,26,10,1,3
NED1986070,26,10,7,2
HAM1978009,27,10,129,89
HAM1978010,27,10,0,1
HAM1980042,27,10,8,3
HAM1980043,27,10,340,144
HAM1981064,27,10,28,26
HAM1981065,27,10,16,8
HAM1982084,27,10,76,139
HAM1982085,27,10,1,5
NED1983017,27,10,3,1
NED1983018,27,10,19,8
NED1984036,27,10,1912,1039
NED1984037,27,10,15,12
NED1986070,27,10,3,1
HAM1978009,28,10,59,82
HAM1979026,28,10,4,4
HAM1980043,28,10,30,10
HAM1981064,28,10,2,2
HAM1981065,28,10,1,1
HAM1982084,28,10,3,4
HAM1982085,28,10,35,58
NED1983018,28,10,2,1
NED1984036,28,10,15,3
NED1986070,28,10,1,1
HAM1978009,29,10,16,18
HAM1978010,29,10,0,2
HAM1979026,29,10,8,9
HAM1980042,29,10,7,1
HAM1980043,29,10,30,36
HAM1981064,29,10,93,98
HAM1981065,29,10,11,4
HAM1982084,29,10,21,8
HAM1982085,29,10,49,11
NED1983017,29,10,4,1
NED1984037,29,10,20,44
HAM1978009,30,10,504,219
HAM1978010,30,10,3,6
HAM1979026,30,10,7,1
HAM1979027,30,10,48,10
HAM1980042,30,10,25,12
HAM1981064,30,10,12,10
HAM1981065,30,10,22,19
HAM1982084,30,10,25,42
HAM1982085,30,10,9,1
NED1983017,30,10,2,2
NED1983018,30,10,2,1
NED1984037,30,10,23,54
NED1986070,30,10,8,3
HAM1978009,31,10,57,32
HAM1978010,31,10,10,5
HAM1979027,31,10,19,6
HAM1980043,31,10,8,3
HAM1982084,31,10,7,3
HAM1982085,31,10,28,8
NED1983017,31,10,10,10
NED1983018,31,10,4,3
NED1984036,31,10,59,52
NED1984037,31,10,22,18
NED1986070,31,10,0,1
HAM1978009,32,10,277,190
HAM1978010,32,10,9,24
HAM1979027,32,10,2,1
HAM1980042,32,10,17,7
HAM1980043,32,10,9,14
HAM1982084,32,10,1,2
NED1983018,32,10,27,9
HAM1978009,33,10,377,306
HAM1979026,33,10,395,124
HAM1979027,33,10,9,4
HAM1980042,33,10,7,4
HAM1980043,33,10,1833,655
HAM1982084,33,10,32,106
HAM1982085,33,10,98,27
NED1983017,33,10,0,1
NED1984036,33,10,63,21
NED1986070,33,10,10,3
HAM1978009,34,10,68,66
HAM1978010,34,10,1,7
HAM1980042,34,10,39,43
HAM1980043,34,10,8,4
HAM1981064,34,10,10,2
HAM1981065,34,10,10,6
HAM1982084,34,10,10,5
HAM1982085,34,10,14,9
NED1983017,34,10,0,1
NED1984037,34,10,36,12
NED1986070,34,10,3,2
HAM1978009,35,10,0,3
HAM1978010,35,10,17,4
HAM1979027,35,10,1,2
HAM1980042,35,10,7,5
HAM1980043,35,10,8,2
HAM1981064,35,10,3,5
HAM1981065,35,10,71,17
HAM1982084,35,10,15,8
HAM1982085,35,10,93,24
NED1984036,35,10,496,384
NED1984037,35,10,1,2
NED1986070,35,10,4,2
HAM1978009,36,10,11,18
HAM1978010,36,10,46,12
HAM1979026,36,10,19,9
HAM1979027,36,10,11,1
HAM1980042,36,10,13,5
HAM1980043,36,10,9,3
HAM1981064,36,10,4,10
HAM1981065,36,10,87,12
HAM1982084,36,10,7,13
NED1983018,36,10,7,3
NED1984036,36,10,123,69
NED1984037,36,10,17,8
NED1986070,36,10,0,1
HAM1978009,37,10,18,12
HAM1979026,37,10,8,5
HAM1979027,37,10,4,6
HAM1980042,37,10,54,10
HAM1980043,37,10,12,5
HAM1981064,37,10,73,27
HAM1982084,37,10,33,53
NED1983017,37,10,3,14
NED1983018,37,10,0,5
NED1984037,37,10,7,6
NED1986070,37,10,12,30
HAM1978009,38,10,6,5
HAM1979026,38,10,2,3
HAM1980042,38,10,2,2
HAM1982084,38,10,26,40
HAM1982085,38,10,126,33
NED1983017,38,10,119,146
NED1983018,38,10,49,11
NED1984036,38,10,12,25
NED1986070,38,10,1,2
HAM1978009,39,10,15,5
HAM1979026,39,10,19,6
HAM1979027,39,10,3,4
HAM1980043,39,10,6,4
HAM1981064,39,10,11,4
HAM1982084,39,10,1,5
HAM1982085,39,10,10,7
NED1983017,39,10,1,1
NED1984036,39,10,7,10
NED1986070,39,10,14,7
HAM1978009,40,10,7,3
HAM1979026,40,10,375,154
HAM1979027,40,10,4,2
HAM1980043,40,10,53,20
HAM1981064,40,10,226,152
HAM1982084,40,10,0,3
HAM1982085,40,10,10,3
NED1983017,40,10,366,592
NED1983018,40,10,13,4
NED1984036,40,10,13,5
NED1984037,40,10,8,9
HAM1978009,41,10,20,21
HAM1979026,41,10,23,21
HAM1980042,41,10,13,1
HAM1980043,41,10,1,1
HAM1981065,41,10,27,6
HAM1982084,41,10,95,18
HAM1982085,41,10,3,1
NED1983017,41,10,18,62
NED1983018,41,10,44,8
NED1984036,41,10,14,6
HAM1979026,42,10,1,1
HAM1979027,42,10,14,6
HAM1980042,42,10,8,3
HAM1981064,42,10,4,5
HAM1981065,42,10,30,4
HAM1982084,42,10,1,148
HAM1982085,42,10,7,4
NED1983017,42,10,84,80
NED1983018,42,10,8,6
NED1984036,42,10,12,5
NED1984037,42,10,29,19
HAM1978009,43,10,107,41
HAM1979026,43,10,5,10
HAM1980043,43,10,410,563
HAM1981064,43,10,29,32
HAM1981065,43,10,60,14
HAM1982085,43,10,18,4
NED1983017,43,10,31,14
NED1983018,43,10,9,1
NED1984036,43,10,0,1
NED1984037,43,10,64,19
HAM1978009,44,10,50,19
HAM1979026,44,10,2,7
HAM1979027,44,10,13,3
HAM1980042,44,10,6,1
HAM1980043,44,10,85,26
HAM1981064,44,10,71,218
HAM1981065,44,10,44,21
HAM1982084,44,10,8,5
NED1983017,44,10,22,10
NED1983018,44,10,12,9
NED1984036,44,10,311,275
NED1984037,44,10,16,6
HAM1980042,45,10,23,10
HAM1980043,45,10,795,350
HAM1981064,45,10,56,32
HAM1981065,45,10,192,43
HAM1982085,45,10,4,1
NED1984036,45,10,212,301
NED1984037,45,10,21,11
HAM1980042,46,10,16,7
HAM1980043,46,10,732,361
HAM1981064,46,10,459,296
HAM1981065,46,10,111,25
HAM1982084,46,10,1,16
NED1983017,46,10,28,36
NED1984036,46,10,29,67
NED1984037,46,10,2,5
HAM1978009,47,10,59,13
HAM1980042,47,10,7,1
HAM1980043,47,10,78,30
HAM1981065,47,10,42,14
HAM1982084,47,10,71,79
HAM1982085,47,10,2,1
NED1983017,47,10,2,2
NED1984036,47,10,109,41
NED1984037,47,10,14,3
NED1986070,47,10,5,2
HAM1978009,48,10,83,33
HAM1979026,48,10,32,21
HAM1980042,48,10,0,1
HAM1981064,48,10,5,2
HAM1981065,48,10,30,13
HAM1982084,48,10,73,26
NED1983017,48,10,20,6
NED1983018,48,10,8,3
NED1984036,48,10,46,22
NED1984037,48,10,29,62
HAM1979026,49,10,34,18
HAM1979027,49,10,22,8
HAM1980043,49,10,70,24
HAM1981064,49,10,14,7
HAM1981065,49,10,26,21
HAM1982084,49,10,68,51
HAM1982085,49,10,2,1
NED1983017,49,10,1,2
NED1984036,49,10,22,8
NED1984037,49,10,17,14
NED1986070,49,10,4,2
HAM1979026,50,10,77,60
HAM1979027,50,10,11,2
HAM1980042,50,10,10,6
HAM1980043,50,10,104,29
HAM1981064,50,10,1,1
HAM1981065,50,10,10,11
HAM1982084,50,10,64,26
HAM1982085,50,10,65,10
NED1983017,50,10,20,12
NED1983018,50,10,11,4
NED1984036,50,10,31,17
NED1984037,50,10,12,5
HAM1979026,51,10,1,3
HAM1979027,51,10,40,11
HAM1980042,51,10,3,5
HAM1980043,51,10,5,7
HAM1981064,51,10,8,10
HAM1981065,51,10,4,3
HAM1982084,51,10,8,3
NED1984036,51,10,17,8
NED1984037,51,10,8,6
HAM1979026,52,10,10,44
HAM1979027,52,10,14,3
HAM1980043,52,10,41,17
HAM1981064,52,10,394,279
HAM1981065,52,10,1,3
HAM1982085,52,10,20,4
NED1983017,52,10,2,3
NED1983018,52,10,15,4
NED1984036,52,10,5,19
NED1984037,52,10,37,16
NED1986070,52,10,4,1
HAM1979026,53,10,7,18
HAM1979027,53,10,39,14
HAM1980042,53,10,2,1
HAM1980043,53,10,217,72
HAM1981064,53,10,34,19
HAM1982084,53,10,19,20
HAM1982085,53,10,10,3
NED1984036,53,10,20,12
NED1984037,53,10,24,8
NED1986070,53,10,17,3
HAM1979026,54,10,68,62
HAM1980042,54,10,18,15
HAM1981064,54,10,41,53
HAM1981065,54,10,6,3
HAM1982084,54,10,31,40
HAM1982085,54,10,1,1
NED1983017,54,10,70,112
NED1984036,54,10,49,110
NED1984037,54,10,10,2
NED1986070,54,10,2,1
HAM1979026,55,10,44,7
HAM1980042,55,10,119,83
HAM1981064,55,10,22,6
HAM1981065,55,10,27,8
HAM1982084,55,10,32,26
HAM1982085,55,10,13,7
NED1983017,55,10,23,42
NED1984036,55,10,62,90
NED1984037,55,10,1,1
NED1986070,55,10,26,4
HAM1980042,56,10,13,9
HAM1980043,56,10,299,104
HAM1981064,56,10,45,20
HAM1981065,56,10,24,5
HAM1982084,56,10,97,56
HAM1982085,56,10,29,10
NED1983017,56,10,3,4
NED1983018,56,10,12,5
NED1984036,56,10,8,10
NED1984037,56,10,20,3
NED1986070,56,10,106,11
HAM1980042,57,10,90,17
HAM1980043,57,10,3,1
HAM1981064,57,10,17,4
HAM1981065,57,10,22,3
HAM1982084,57,10,112,46
NED1983017,57,10,1,2
NED1983018,57,10,3,4
NED1984036,57,10,149,116
NED1984037,57,10,63,27
NED1986070,57,10,22,5
HAM1980042,58,10,49,16
HAM1981064,58,10,131,78
HAM1982084,58,10,69,31
HAM1982085,58,10,1,1
NED1983017,58,10,34,10
NED1983018,58,10,1,2
NED1984036,58,10,14,5
NED1984037,58,10,71,31
HAM1979027,59,10,9,2
HAM1980042,59,10,35,9
HAM1981064,59,10,137,89
HAM1981065,59,10,12,5
HAM1982084,59,10,49,13
HAM1982085,59,10,23,8
NED1983017,59,10,3,7
NED1983018,59,10,10,5
NED1984037,59,10,1,1
NED1986070,59,10,31,4
HAM1979027,60,10,2,2
HAM1980042,60,10,35,24
HAM1980043,60,10,115,52
HAM1981064,60,10,132,32
HAM1981065,60,10,79,17
HAM1982085,60,10,27,25
NED1983017,60,10,72,42
NED1984037,60,10,66,11
NED1986070,60,10,5,8
HAM1979026,61,10,34,30
HAM1979027,61,10,17,2
HAM1980042,61,10,1,1
HAM1980043,61,10,57,19
HAM1981065,61,10,22,17
HAM1982084,61,10,168,110
HAM1982085,61,10,7,3
NED1983017,61,10,4,2
NED1983018,61,10,35,6
NED1984036,61,10,41,30
NED1984037,61,10,17,6
NED1986070,61,10,20,20
HAM1979026,62,10,2,1
HAM1979027,62,10,4,1
HAM1980043,62,10,93,18
HAM1981065,62,10,24,11
HAM1982084,62,10,0,1
HAM1982085,62,10,8,5
NED1983017,62,10,65,53
NED1983018,62,10,81,23
NED1984037,62,10,0,1
NED1986070,62,10,4,7
HAM1979027,63,10,5,4
HAM1980042,63,10,43,6
HAM1980043,63,10,532,221
HAM1981064,63,10,656,351
HAM1981065,63,10,36,17
HAM1982084,63,10,242,97
NED1983017,63,10,27,16
NED1983018,63,10,60,17
NED1984036,63,10,5,5
NED1984037,63,10,14,9
NED1986070,63,10,1,1
HAM1979026,64,10,32,16
HAM1979027,64,10,114,28
HAM1980042,64,10,1,3
HAM1980043,64,10,289,125
HAM1981064,64,10,3,2
HAM1981065,64,10,77,36
HAM1982084,64,10,112,71
HAM1982085,64,10,34,10
NED1983017,64,10,290,107
NED1983018,64,10,8,6
NED1984036,64,10,2,4
NED1984037,64,10,3,1
NED1986070,64,10,5,8
HAM1979026,65,10,263,102
HAM1979027,65,10,17,5
HAM1980042,65,10,12,9
HAM1980043,65,10,16,21
HAM1982084,65,10,5,16
NED1983017,65,10,62,42
NED1983018,65,10,120,34
NED1984036,65,10,3,3
NED1984037,65,10,2,1
NED1986070,65,10,20,6
HAM1979026,66,10,122,51
HAM1979027,66,10,157,66
HAM1981065,66,10,26,10
HAM1982084,66,10,34,28
HAM1982085,66,10,15,5
NED1983018,66,10,9,1
NED1984036,66,10,1,2
NED1986070,66,10,56,29
HAM1979026,67,10,146,106
HAM1979027,67,10,8,2
HAM1980043,67,10,16,23
HAM1981065,67,10,13,1
HAM1982084,67,10,55,48
HAM1982085,67,10,1,7
NED1983017,67,10,68,46
NED1983018,67,10,16,5
NED1984036,67,10,12,11
NED1984037,67,10,3,1
NED1986070,67,10,24,13
HAM1979026,68,10,12,15
HAM1979027,68,10,90,19
HAM1980043,68,10,129,59
HAM1981065,68,10,2,2
HAM1982084,68,10,46,43
HAM1982085,68,10,26,12
NED1983017,68,10,321,201
NED1983018,68,10,38,11
NED1984036,68,10,14,8
NED1984037,68,10,3,1
NED1986070,68,10,171,68
HAM1979027,69,10,48,6
HAM1980043,69,10,64,36
HAM1982084,69,10,146,64
NED1983017,69,10,90,48
NED1983018,69,10,31,15
NED1984036,69,10,6,9
NED1984037,69,10,6,1
NED1986070,69,10,4,3
HAM1979027,70,10,43,13
HAM1980042,70,10,4,2
HAM1980043,70,10,66,43
HAM1981065,70,10,4,3
HAM1982084,70,10,42,34
NED1983017,70,10,112,39
NED1984036,70,10,10,7
NED1984037,70,10,22,8
NED1986070,70,10,19,4
HAM1979027,71,10,12,3
HAM1980042,71,10,27,21
HAM1980043,71,10,67,35
HAM1982084,71,10,2,1
HAM1982085,71,10,4,1
NED1983017,71,10,244,125
NED1984036,71,10,14,11
NED1986070,71,10,70,16
HAM1980042,72,10,2,4
HAM1980043,72,10,1,7
NED1983017,72,10,126,106
NED1983018,72,10,6,5
NED1984037,72,10,19,7
NED1986070,72,10,21,9
HAM1980043,73,10,13,3
HAM1982085,73,10,4,3
NED1983017,73,10,313,151
NED1983018,73,10,19,21
NED1984037,73,10,10,4
NED1983017,74,10,18,15
NED1983018,74,10,21,57
NED1984037,74,10,1,2
NED1986070,74,10,1,1
NED1983017,75,10,40,10
NED1983018,75,10,11,5
NED1984037,75,10,7,2
NED1986070,75,10,8,2
HAM1982085,76,10,8,2
NED1983017,76,10,79,37
NED1986070,76,10,8,1
HAM1982085,77,10,1,1
NED1984037,77,10,54,20
NED1986070,77,10,11,7
HAM1982085,78,10,12,5
NED1983017,79,10,17,12
NED1983018,79,10,2,3
NED1983017,80,10,10,18
NED1983018,80,10,6,4
NED1983017,81,10,199,180
NED1986070,81,10,27,5
HAM1982085,82,10,1,31
NED1983017,82,10,73,148
NED1983018,82,10,10,2
NED1986070,82,10,4,5
HAM1982085,83,10,27,27
NED1983017,83,10,44,32
NED1986070,83,10,18,4
NED1983017,84,10,8,24
NED1983018,84,10,3,1
NED1986070,84,10,5,1
NED1983017,85,10,32,57
NED1983018,85,10,4,4
NED1983017,86,10,6,6
NED1983018,86,10,1,1
NED1983017,87,10,10,43
NED1986070,87,10,3,1
NED1983017,88,10,0,1
NED1983017,89,10,7,2
NED1983017,92,10,7,7
NED1983018,93,10,0,1
NED1986070,93,10,2,1
NED1986070,95,10,1,2
NED1986070,96,10,5,4
NED1986070,97,10,9,2
NED1986070,98,10,9,4
NED1986070,99,10,2,1
HAM1978009,1,11,41,21
HAM1978010,1,11,5,1
HAM1980042,1,11,3,1
HAM1980043,1,11,45,41
HAM1981064,1,11,0,1
HAM1982084,1,11,13,23
HAM1982085,1,11,0,1
NED1983017,1,11,21,16
NED1984037,1,11,11,11
NED1986070,1,11,8,4
HAM1980043,2,11,121,602
HAM1981065,2,11,83,191
HAM1982084,2,11,10,34
HAM1982085,2,11,2,1
NED1983017,2,11,2,2
NED1984036,2,11,45,59
HAM1979026,3,11,19,88
HAM1979027,3,11,2,2
HAM1980042,3,11,354,1758
HAM1980043,3,11,28,138
HAM1981064,3,11,38,40
HAM1981065,3,11,79,1315
HAM1982084,3,11,212,310
HAM1982085,3,11,89,175
NED1983017,3,11,40,48
NED1984036,3,11,4,3
NED1984037,3,11,127,213
HAM1978009,4,11,5,4
HAM1979026,4,11,90,121
HAM1980043,4,11,46,103
HAM1981064,4,11,22,42
HAM1981065,4,11,115,203
HAM1982085,4,11,19,58
NED1983017,4,11,92,145
NED1984036,4,11,38,47
NED1984037,4,11,58,107
HAM1978009,5,11,10,40
HAM1979026,5,11,292,600
HAM1979027,5,11,31,23
HAM1980042,5,11,71,2950
HAM1980043,5,11,25,85
HAM1981064,5,11,62,108
HAM1982084,5,11,128,118
HAM1982085,5,11,84,209
NED1983017,5,11,65,136
NED1983018,5,11,16,70
NED1984036,5,11,39,76
NED1984037,5,11,2,4
NED1986070,5,11,11,12
HAM1978009,6,11,23,70
HAM1979026,6,11,189,347
HAM1980042,6,11,81,2390
HAM1980043,6,11,4,111
HAM1981064,6,11,24,71
HAM1982084,6,11,188,492
HAM1982085,6,11,55,220
NED1983017,6,11,3,3
NED1983018,6,11,18,53
NED1984036,6,11,145,203
NED1984037,6,11,187,382
NED1986070,6,11,9,12
HAM1978009,7,11,0,1
HAM1979026,7,11,68,84
HAM1979027,7,11,24,16
HAM1980042,7,11,257,311
HAM1981064,7,11,258,545
HAM1981065,7,11,318,805
HAM1982084,7,11,10,15
NED1983017,7,11,85,136
NED1983018,7,11,41,101
NED1984036,7,11,229,591
NED1984037,7,11,121,211
HAM1978009,8,11,9,36
HAM1979026,8,11,6,3
HAM1980043,8,11,93,94
HAM1981064,8,11,377,781
HAM1981065,8,11,95,241
HAM1982084,8,11,125,366
NED1983017,8,11,49,104
NED1983018,8,11,90,170
NED1984036,8,11,5,7
NED1984037,8,11,137,257
HAM1978009,9,11,275,530
HAM1979027,9,11,6,4
HAM1980042,9,11,2,81
HAM1980043,9,11,48,106
HAM1981065,9,11,542,977
HAM1982084,9,11,5,94
HAM1982085,9,11,40,270
NED1983017,9,11,0,1
NED1983018,9,11,98,229
NED1984036,9,11,31,111
NED1984037,9,11,213,382
NED1986070,9,11,10,11
HAM1978009,10,11,411,1226
HAM1979027,10,11,410,471
HAM1980043,10,11,6,7
HAM1981064,10,11,20,151
HAM1981065,10,11,42,168
HAM1982084,10,11,103,315
HAM1982085,10,11,132,230
NED1983017,10,11,0,2
NED1983018,10,11,82,307
NED1984036,10,11,59,197
NED1984037,10,11,146,264
NED1986070,10,11,6,9
HAM1978009,11,11,24,92
HAM1979026,11,11,1,2
HAM1979027,11,11,164,161
HAM1980042,11,11,30,247
HAM1980043,11,11,5,48
HAM1981064,11,11,28,116
HAM1982084,11,11,1,9
NED1983017,11,11,1,2
NED1983018,11,11,27,39
NED1984037,11,11,76,184
NED1986070,11,11,6,8
HAM1978009,12,11,8,15
HAM1978010,12,11,0,1
HAM1979027,12,11,193,228
HAM1980042,12,11,37,500
HAM1981064,12,11,6,5
HAM1982085,12,11,136,155
NED1983018,12,11,28,23
NED1984036,12,11,12,19
NED1986070,12,11,34,64
HAM1978010,13,11,1064,724
HAM1979027,13,11,99,89
HAM1980042,13,11,77,194
HAM1981064,13,11,22,49
HAM1981065,13,11,24,252
HAM1982085,13,11,8,49
NED1983017,13,11,1,6
NED1983018,13,11,24,26
NED1984036,13,11,7,13
NED1986070,13,11,99,123
HAM1978009,14,11,38,27
HAM1979026,14,11,2,266
HAM1979027,14,11,462,551
HAM1981064,14,11,7,87
HAM1981065,14,11,14,195
HAM1982084,14,11,7,57
NED1983017,14,11,531,4966
NED1986070,14,11,42,33
HAM1978009,15,11,9,4
HAM1978010,15,11,53,53
HAM1980043,15,11,2,13
HAM1981064,15,11,4,25
HAM1981065,15,11,16,8
HAM1982084,15,11,17,136
NED1983017,15,11,519,4042
NED1983018,15,11,51,80
NED1984036,15,11,14,35
NED1984037,15,11,14,60
NED1986070,15,11,20,16
HAM1978009,16,11,961,941
HAM1978010,16,11,42,34
HAM1979026,16,11,1,21
HAM1980042,16,11,1,38
HAM1980043,16,11,7,43
HAM1982085,16,11,10,10
NED1983017,16,11,677,1525
NED1984036,16,11,15,26
NED1984037,16,11,46,188
NED1986070,16,11,24,25
HAM1978009,17,11,273,251
HAM1978010,17,11,18,10
HAM1979026,17,11,35,92
HAM1980043,17,11,0,1
HAM1981064,17,11,5,105
HAM1981065,17,11,94,196
HAM1982084,17,11,166,201
HAM1982085,17,11,13,9
NED1983017,17,11,114,155
NED1983018,17,11,3,20
NED1984036,17,11,75,116
HAM1978009,18,11,598,830
HAM1978010,18,11,15,8
HAM1979026,18,11,3,3
HAM1979027,18,11,0,1
HAM1980042,18,11,24,130
HAM1980043,18,11,122,184
HAM1981065,18,11,109,221
HAM1982084,18,11,453,1673
HAM1982085,18,11,76,98
NED1983017,18,11,529,977
